name,node_code,node_type,substation_type,owner,province,latitude,longitude,operating_region,sources,notes
Coaldale 254S,AB_254S_GSS,GSS,Generating Substation,Altalink Management Ltd.,AB,49.81592,-112.579584,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Vulcan 255S,AB_255S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,50.368538,-113.254906,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Harmattan 256S,AB_256S_GSS,GSS,Generating Substation,Altalink Management Ltd.,AB,51.686186,-114.473383,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Hull 257S,AB_257S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,49.990669,-112.143941,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Dow Hydro Carbons 258S,AB_258S_ISS,ISS,Industrial Customer Substation,Altalink Management Ltd.,AB,53.751262,-113.148273,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Chickadee Creek 259S,AB_259S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,54.285788,-116.182328,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Rocky Mountain House 262S,AB_262S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,52.377059,-114.90189,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Strachan 263S,AB_263S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,52.232517,-115.181324,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
SC1 266S,AB_266S_TSS,TSS,Terminal Substation,Altalink Management Ltd.,AB,50.165781,-113.615453,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",Series capacitor
Killarney Lake 267S,AB_267S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,52.580321,-110.315715,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Whitecourt 268S,AB_268S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,54.159966,-115.72578,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Carseland Co-Gen 269S,AB_269S_GSS,GSS,Generating Substation,Altalink Management Ltd.,AB,50.844842,-113.594141,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Jumping Pound 271S,AB_271S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,51.140279,-114.581825,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Springbank 272S,AB_272S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,51.03877,-114.487974,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Wabamun 2739S,AB_2739S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.557717,-114.487754,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Union Carbide Prentiss 276S,AB_276S_ISS,ISS,Industrial Customer Substation,Altalink Management Ltd.,AB,52.387288,-113.599967,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Hayter 277S,AB_277S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,52.522039,-110.104729,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
AHS 01 279S,AB_279S_ISS,ISS,Industrial Customer Substation,ATCO Electric Ltd.,AB,56.478776,-111.426688,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Johnson 281S,AB_281S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,51.677317,-114.270287,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Grassland 282S,AB_282S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,54.921362,-112.864054,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Violet Grove 283S,AB_283S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.177432,-115.003922,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Nose Creek 284S,AB_284S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,51.400206,-114.032038,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
East Camrose 285S,AB_285S_GSS,GSS,Generating Substation,Altalink Management Ltd.,AB,53.025077,-112.781059,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Yasa 286S,AB_286S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.552965,-113.360532,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Hazelwood 287S,AB_287S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,52.048566,-113.849874,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Wolf Creek 288S,AB_288S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,52.701327,-113.503954,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Saunders Lake 289S,AB_289S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.308252,-113.512204,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
West Brooks 28S,AB_28S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,50.556597,-112.017257,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Cochrane 291S,AB_291S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,51.170724,-114.489064,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Bernese 293S,AB_293S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.5382,-113.367389,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Brazeau Outlet Works 294S,AB_294S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,52.963582,-115.588669,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Rosyth 296S,AB_296S_ISS,ISS,Industrial Customer Substation,Altalink Management Ltd.,AB,52.638483,-111.278362,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Rimbey 297S,AB_297S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,52.639112,-114.288757,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Kingman 299S,AB_299S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.193843,-112.880108,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Cascade 29S,AB_29S_GSS,GSS,Generating Substation,Altalink Management Ltd.,AB,51.235097,-115.487314,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Kananaskis 2S,AB_2S_GSS,GSS,Generating Substation,Altalink Management Ltd.,AB,51.097072,-115.057344,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Queensland 301S,AB_301S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.194575,-112.880179,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Cardinal River 302S,AB_302S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.066287,-117.397584,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Limestone 304S,AB_304S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,51.815628,-115.296675,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Acheson 305S,AB_305S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.512879,-113.77585,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
ALBChem Beaverhill Creek 308S,AB_308S_ISS,ISS,Industrial Customer Substation,Altalink Management Ltd.,AB,53.798919,-112.897054,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sundance 310P,AB_310P_GSS,GSS,Generating Substation,Altalink Management Ltd.,AB,53.507725,-114.553231,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Fidler 312S,AB_312S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,49.569205,-113.82165,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Raymond Reservoir 313S,AB_313S_GSS,GSS,Generating Substation,Altalink Management Ltd.,AB,49.407103,-112.692069,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Irrican Power 314S,AB_314S_GSS,GSS,Generating Substation,Altalink Management Ltd.,AB,49.580983,-112.735857,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Chin Chute 315S,AB_315S_GSS,GSS,Generating Substation,Altalink Management Ltd.,AB,49.675734,-112.344887,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
West Crossfield 316S,AB_316S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,51.437955,-114.023699,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Baseline 317S,AB_317S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.541733,-113.353886,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Scoria 318S,AB_318S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.815053,-113.134852,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Keephills 320P,AB_320P_GSS,GSS,Generating Substation,Altalink Management Ltd.,AB,53.450461,-114.447566,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Al Rothbauer 321S,AB_321S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,50.062052,-110.721116,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Cowley Ridge 322S,AB_322S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,49.552774,-114.101588,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Whitecourt Power 323S,AB_323S_GSS,GSS,Generating Substation,Altalink Management Ltd.,AB,54.162697,-115.734079,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Cassils 324S,AB_324S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,50.554924,-112.025595,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Leduc 325S,AB_325S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.243739,-113.609297,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
HRT Express 329S,AB_329S_ISS,ISS,Industrial Customer Substation,Altalink Management Ltd.,AB,52.635408,-111.264288,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Barrier 32S,AB_32S_GSS,GSS,Generating Substation,Altalink Management Ltd.,AB,51.035529,-115.040677,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Genesee 330P,AB_330P_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.345001,-114.304051,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Ponoka 331S,AB_331S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,52.698088,-113.55131,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Ellis 332S,AB_332S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,52.390609,-113.598754,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Fincastle 336S,AB_336S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,49.817006,-111.967734,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Canada Liquid Air 337S,AB_337S_ISS,ISS,Industrial Customer Substation,Altalink Management Ltd.,AB,53.564161,-113.331707,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Cherhill 338S,AB_338S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.786086,-114.49091,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Duchess 339S,AB_339S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,50.740364,-111.942891,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Spray 33S,AB_33S_GSS,GSS,Generating Substation,Altalink Management Ltd.,AB,51.07544,-115.402515,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Sand Hills Sub 341S,AB_341S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,50.674447,-110.024909,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Granite 342S,AB_342S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.81612,-113.125723,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Warner 344S,AB_344S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,49.283283,-112.225682,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Kaybob 346S,AB_346S_GSS,GSS,Generating Substation,Altalink Management Ltd.,AB,54.098626,-116.613828,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Fox Creek Altalink 347S,AB_347S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,54.321831,-116.608926,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Marlboro 348S,AB_348S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.677159,-116.786183,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Stavely 349S,AB_349S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,50.165368,-113.61742,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Onoway 352S,AB_352S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,53.700219,-114.172815,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
Plamondon 353S,AB_353S_DSS,DSS,Distribution Substation,Altalink Management Ltd.,AB,54.819351,-112.343721,Alberta,"name:19, node_code:None, node_type:None, owner:None, latitude:None, longitude:None, references:None, ",
