,generation_unit_name,generation_unit_code,generation_facility_name,generation_facility_code,owner,province,location,latitude,longitude,elevation,copper_balancing_area,operating_region,connecting_node_name,connecting_node_code,connecting_voltage,start_year,previous_renewal_year,possible_renewal_year,closure_year,gen_type,gen_type_copper,unit_installed_capacity,facility_installed_capacity,capacity_adjustment,unit_effective_capacity,facility_effective_capacity,capacity_factor,unit_average_annual_energy,facility_average_annual_energy,generation_units_represented,total_facility_generation_units,notes
1209,Chelsea,QC_CHL00_GEN,Chelsea,QC_CHL_GEN,Hydro Québec Production,QC,Gatineau,45.512500,-75.777500,90,Quebec.a,Quebec,Chelsea,QC_CHL_GSS,120,1939,2022,2062,,hydro_run,hydro_run,152.00,152.00,0.1500,22.80,22.80,0.7500,998.64,998.64,5,5,NULL
1210,Chute à Magnan,QC_CHM00_GEN,Chute à Magnan,QC_CHM_GEN,Innergex Inc,QC,St-Paulin,46.424815,-72.968985,136,Quebec.a,Quebec,Charette,QC_CHR_DSS,120,1994,1994,2034,,hydro_run,hydro_run,7.70,7.70,0.1500,1.16,1.16,0.7500,50.59,50.59,1,1,Also called Saint-Paulin
1211,Chapais,QC_CHP00_GEN,Chapais,QC_CHP_GEN,Brookfield Renewable Energy,QC,Chapais,49.770900,-74.856800,395,Quebec.b,Quebec,Chapais,QC_CHP_DSS,161,2001,2001,2031,,biomass,biomass,31.00,31.00,0.9600,29.76,29.76,0.8500,230.83,230.83,1,1,NULL
1212,Chutes de la Chaudière,QC_CHU00_GEN,Chutes de la Chaudière,QC_CHU_GEN,Innergex Inc,QC,Bernière,46.715400,-71.285000,53,Quebec.a,Quebec,Chaudière,QC_CHU_DSS,230,2001,2001,2041,,hydro_run,hydro_run,23.00,23.00,0.1500,3.45,3.45,0.7500,151.11,151.11,2,2,NULL
1213,Carleton,QC_CLT00_GEN,Carleton,QC_CLT_GEN,Cartier Wind Energy,QC,Carleton,48.168583,-66.114000,498,Quebec.a,Quebec,Carleton,QC_CLT_GSS,230,2008,2008,2028,,wind_ons,wind_ons,109.50,109.50,0.3500,38.32,38.32,0.3500,335.73,335.73,73,73,NULL
1214,Chute du Quatre Milles,QC_CQM00_GEN,Chute du Quatre Milles,QC_CQM_GEN,Énergie Hydroélectric Pessamit,QC,Forestville,48.725050,-69.091604,63,Quebec.b,Quebec,Les Basques,QC_BSQ_DSS,315,2021,2021,2061,,hydro_run,hydro_run,5.50,5.50,0.1500,0.83,0.83,0.7500,36.14,36.14,1,1,NULL
1215,Côte Ste-Catherine,QC_CSC00_GEN,Côte Ste-Catherine,QC_CSC_GEN,Algonquin Power,QC,Ste-Catherine,45.406600,-73.569100,19,Quebec.a,Quebec,Delson,QC_DLN_DSS,120,1987,1987,2027,,hydro_run,hydro_run,11.70,11.70,0.1500,1.76,1.76,0.7500,76.87,76.87,4,4,NULL
1216,Chute du Six Milles,QC_CSM00_GEN,Chute du Six Milles,QC_CSM_GEN,Énergie Hydroélectric Pessamit,QC,Forestville,48.724852,-69.157630,63,Quebec.b,Quebec,Les Basques,QC_BSQ_DSS,315,2021,2021,2061,,hydro_run,hydro_run,13.20,13.20,0.1500,1.98,1.98,0.7500,86.72,86.72,1,1,NULL
1217,Dufferin,QC_DFF00_GEN,Dufferin,QC_DFF_GEN,Brookfield Renewable Energy,QC,Buckingham,45.584400,-75.417800,125,Quebec.a,Quebec,Buckingham,QC_BUC_DSS,120,1957,2000,2040,,hydro_run,hydro_run,40.60,40.60,0.1500,6.09,6.09,0.7500,266.74,266.74,6,6,NULL
1218,Dolbeau,QC_DLB00_GEN,Dolbeau,QC_DLB_GEN,Sysgaz,QC,Dolbeau,48.879400,-72.217400,118,Quebec.b,Quebec,Mistassini,QC_MIS_DSS,161,2012,2012,2042,,biomass,biomass,28.80,28.80,0.9600,27.65,27.65,0.8500,214.44,214.44,1,1,NULL
1219,Des Moulins I,QC_DM100_GEN,Des Moulins I,QC_DM1_GEN,Invenergy Wind Canada,QC,Thetford Mines,46.163700,-71.354600,526,Quebec.a,Quebec,Thetford,QC_THT_DSS,230,2014,2014,2034,,wind_ons,wind_ons,135.70,135.70,0.3500,47.49,47.49,0.3500,416.06,416.06,59,59,NULL
1220,Des Moulins II,QC_DM200_GEN,Des Moulins II,QC_DM2_GEN,Invenergy Wind Canada,QC,Matapédia,48.043300,-67.526800,475,Quebec.a,Quebec,Rimouski,QC_RIM_TSS,315,2014,2014,2034,,wind_ons,wind_ons,21.20,21.20,0.3500,7.42,7.42,0.3500,65.00,65.00,9,9,NULL
1221,Donnacona,QC_DNA00_GEN,Donnacona,QC_DNA_GEN,Algonquin Power,QC,Donnacona,46.678500,-71.745800,29,Quebec.a,Quebec,Leneuf,QC_LNF_DSS,315,1918,2017,2057,,hydro_run,hydro_run,4.20,4.20,0.1500,0.63,0.63,0.7500,27.59,27.59,6,6,NULL
1222,Des Neiges Charlevoix,QC_DNC00_GEN,Des Neiges Charlevoix,QC_DNC_GEN,Boralex / Énergir / Hydro Québec,QC,Beaupré,47.410577,-70.740782,866,Quebec.b,Quebec,Seigneurie de Beaupré,QC_SDB_GSS,315,2026,2026,2056,,wind_ons,wind_ons,400.00,400.00,0.3500,140.00,140.00,0.3500,1226.40,1226.40,80,80,Turbine size and capacity subject to change
1223,Des Neiges Ouest,QC_DNO00_GEN,Des Neiges Ouest,QC_DNO_GEN,Boralex / Énergir / Hydro Québec,QC,Beaupré,47.179571,-71.133787,744,Quebec.b,Quebec,Seigneurie de Beaupré,QC_SDB_GSS,315,2026,2026,2056,,wind_ons,wind_ons,400.00,400.00,0.3500,140.00,140.00,0.3500,1226.40,1226.40,80,80,Turbine size and capacity subject to change
1224,Des Neiges Sud,QC_DNS00_GEN,Des Neiges Sud,QC_DNS_GEN,Boralex / Énergir / Hydro Québec,QC,Beaupré,47.165742,-70.989510,667,Quebec.b,Quebec,Seigneurie de Beaupré,QC_SDB_GSS,315,2026,2026,2056,,wind_ons,wind_ons,400.00,400.00,0.3500,140.00,140.00,0.3500,1226.40,1226.40,80,80,Turbine size and capacity subject to change
1225,Domtar-Windsor TG1,QC_DOM01_GEN,Domtar-Windsor TG1,QC_DOM_GEN,Domtar,QC,Windsor,45.564537,-71.978148,204,Quebec.a,Quebec,Domtar Windsor,QC_DOM_ISS,120,2003,2003,2033,,biomass,biomass,30.00,30.00,0.9600,28.80,28.80,0.8500,223.38,223.38,1,2,Capacity injected into the network is zero.
1226,Domtar-Windsor TG2,QC_DOM02_GEN,Domtar-Windsor TG2,QC_DOM_GEN,Domtar,QC,Windsor,45.564537,-71.978148,204,Quebec.a,Quebec,Domtar Windsor,QC_DOM_ISS,120,2017,2017,2047,,biomass,biomass,18.00,18.00,0.9600,17.28,17.28,0.8500,134.03,134.03,1,2,Capacity injected into the network is zero.
1227,Drummondville,QC_DRM00_GEN,Drummondville,QC_DRM_GEN,Hydro Québec Production,QC,Saint-François,45.886900,-72.484100,78,Quebec.a,Quebec,Grantham,QC_GRT_DSS,120,1925,2000,2040,,hydro_run,hydro_run,16.00,16.00,0.1500,2.40,2.40,0.7500,105.12,105.12,4,4,NULL
1228,East Angus,QC_EAG00_GEN,East Angus,QC_EAG_GEN,Boralex Inc,QC,East Angus,45.482700,-71.662300,183,Quebec.a,Quebec,East Angus,QC_EAG_DSS,120,1898,1993,2033,,hydro_run,hydro_run,2.20,2.20,0.1500,0.33,0.33,0.7500,14.45,14.45,2,2,NULL
1229,Eastmain 1,QC_EM100_GEN,Eastmain 1,QC_EM1_GEN,Hydro Québec Production,QC,Rivière Eastmain,52.181800,-76.051000,271,Quebec.b,Quebec,Eastmain-1,QC_EM1_GSS,315,2006,2006,2076,,hydro_monthly,hydro_monthly,480.00,480.00,1.0000,480.00,480.00,0.6500,2733.12,2733.12,3,3,NULL
1230,Eastmain 1-A,QC_EM1A00_GEN,Eastmain 1-A,QC_EM1A_GEN,Hydro Québec Production,QC,Rivière Eastmain,52.179300,-76.041800,269,Quebec.b,Quebec,Eastmain-1,QC_EM1_GSS,315,2012,2012,2082,,hydro_monthly,hydro_monthly,768.00,768.00,1.0000,768.00,768.00,0.6500,4372.99,4372.99,3,3,NULL
1231,De lÉrable,QC_ERB00_GEN,De lÉrable,QC_ERB_GEN,Elecnor,QC,Ste-Sophie dHalifax,46.105900,-71.683900,371,Quebec.a,Quebec,LÉrable,QC_ERB_GSS,120,2013,2013,2033,,wind_ons,wind_ons,100.00,100.00,0.3500,35.00,35.00,0.3500,306.60,306.60,50,50,NULL
1232,Fibrek,QC_FBK00_GEN,Fibrek,QC_FBK_GEN,PF Résolu Canada Inc,QC,St-Félicien,48.746500,-72.512800,126,Quebec.b,Quebec,Saint-Félicien,QC_SFE_DSS,161,2012,2012,2042,,biomass,biomass,43.00,43.00,0.9600,41.28,41.28,0.8500,320.18,320.18,1,1,Capacity injected into the network is limited compared to the installed capacity.
1233,Franquelin–Chutes-à-Thompson,QC_FCT00_GEN,Franquelin–Chutes-à-Thompson,QC_FCT_GEN,Société dÉnergie Rivière Franquelin Inc,QC,Franquelin,49.308300,-67.860000,27,Quebec.b,Quebec,Hauterive,QC_HTR_DSS,161,2010,2010,2050,,hydro_run,hydro_run,9.90,9.90,0.1500,1.49,1.49,0.7500,65.04,65.04,2,2,NULL
1234,Frampton,QC_FMP00_GEN,Frampton,QC_FMP_GEN,Boralex Inc,QC,Frampton,46.444500,-70.737000,619,Quebec.a,Quebec,Sainte-Marie,QC_SMA_DSS,120,2015,2015,2035,,wind_ons,wind_ons,24.00,24.00,0.3500,8.40,8.40,0.3500,73.58,73.58,12,12,NULL
1235,Forestville,QC_FRT00_GEN,Forestville,QC_FRT_GEN,Boralex Inc,QC,Forestville,48.731900,-69.170600,89,Quebec.b,Quebec,Les Basques,QC_BSQ_DSS,315,1954,1995,2035,,hydro_run,hydro_run,12.00,12.00,0.1500,1.80,1.80,0.7500,78.84,78.84,2,2,NULL
1236,Frontenac,QC_FTC00_GEN,Frontenac,QC_FTC_GEN,Ville de Sherbrooke / Hydro Sherbrooke,QC,Sherbrooke,45.402300,-71.898400,171,Quebec.a,Quebec,Ville de Sherbrooke Saint-François,QC_VSF_DSS,120,1917,1987,2027,,hydro_run,hydro_run,2.20,2.20,0.1500,0.33,0.33,0.7500,14.45,14.45,2,2,NULL
1237,Grande-Dame,QC_GDD00_GEN,Grande-Dame,QC_GDD_GEN,Ville de Magog,QC,Magog,45.272700,-72.105400,202,Quebec.a,Quebec,Ville de Magog,QC_VDM_DSS,120,1911,2000,2040,,hydro_run,hydro_run,1.70,1.70,0.1500,0.26,0.26,0.7500,11.17,11.17,1,1,NULL
1238,Glenford,QC_GLF00_GEN,Glenford,QC_GLF_GEN,Algonquin Power,QC,Ste-Christine dAuvergne,46.838500,-71.940500,121,Quebec.a,Quebec,Leneuf,QC_LNF_DSS,315,1995,1995,2035,,hydro_run,hydro_run,4.50,4.50,0.1500,0.67,0.67,0.7500,29.57,29.57,3,3,NULL
1239,Grand-Mère,QC_GMR00_GEN,Grand-Mère,QC_GMR_GEN,Hydro Québec Production,QC,Saint-Maurice,46.615200,-72.679300,88,Quebec.a,Quebec,Thibaudeau,QC_THI_DSS,120,1930,2000,2040,,hydro_run,hydro_run,67.00,67.00,0.1500,10.05,10.05,0.7500,440.19,440.19,4,4,NULL
1240,Gros Morne,QC_GRM00_GEN,Gros Morne,QC_GRM_GEN,Cartier Wind Energy,QC,Gros-Morne,49.181000,-65.461500,481,Quebec.a,Quebec,Gros-Morne,QC_GRM_GSS,230,2011,2011,2031,,wind_ons,wind_ons,211.50,211.50,0.3500,74.02,74.02,0.3500,648.46,648.46,141,141,NULL
1241,Hydro-Fraser,QC_HFR00_GEN,Hydro-Fraser,QC_HFR_GEN,Hydro-Fraser Inc,QC,Rivière-du-Loup,47.841000,-69.531700,46,Quebec.a,Quebec,Grand-Portage,QC_GPG_DSS,120,1992,2001,2041,,hydro_run,hydro_run,2.25,2.25,0.1500,0.34,0.34,0.7500,14.78,14.78,1,1,NULL
1242,High Falls,QC_HIF00_GEN,High Falls,QC_HIF_GEN,Brookfield Renewable Energy,QC,Lievre,45.839600,-75.645600,191,Quebec.a,Quebec,High Falls,QC_HIF_GSS,120,1929,2000,2040,,hydro_run,hydro_run,109.00,109.00,0.1500,16.35,16.35,0.7500,716.13,716.13,3,3,NULL
1243,Hydro-Canyon Saint-Joachim,QC_HSJ00_GEN,Hydro-Canyon Saint-Joachim,QC_HSJ_GEN,Société Hydro-Canyon Saint-Joachim Inc,QC,St-Joachim,47.072000,-70.877000,82,Quebec.b,Quebec,Beaupré,QC_BPR_DSS,315,2017,2017,2057,,hydro_run,hydro_run,23.20,23.20,0.1500,3.48,3.48,0.7500,152.42,152.42,2,2,NULL
1244,Hart-Jaune,QC_HTJ00_GEN,Hart-Jaune,QC_HTJ_GEN,Hydro Québec Production,QC,Hart-Jaune,51.784900,-67.911900,437,Quebec.b,Quebec,Hart-Jaune,QC_HTJ_GSS,120,1960,1960,2030,,hydro_monthly,hydro_monthly,51.00,51.00,1.0000,51.00,51.00,0.6500,290.39,290.39,3,3,NULL
1245,Hydraska,QC_HYD00_GEN,Hydraska,QC_HYD_GEN,Algonquin Power,QC,St-Hyacinthe,45.627306,-72.950036,27,Quebec.a,Quebec,Casavant,QC_CSV_DSS,120,1994,1994,2034,,hydro_run,hydro_run,2.55,2.55,0.1500,0.38,0.38,0.7500,16.75,16.75,3,3,NULL
1246,Haute-Yamaska,QC_HYM00_GEN,Haute-Yamaska,QC_HYM_GEN,Terreau Biogaz,QC,Ste-Cécile de Milton,45.463400,-72.780900,79,Quebec.a,Quebec,Leclerc,QC_LCL_DSS,120,2012,2012,2032,,biogas,biomass,2.10,2.10,0.9600,2.02,2.02,0.8500,15.64,15.64,1,1,NULL
1247,Jardin dÉole,QC_JEL00_GEN,Jardin dÉole,QC_JEL_GEN,Northland Power Inc,QC,St-Ulric / St-Léandre,48.735370,-67.666090,147,Quebec.a,Quebec,Saint-Ulric-Saint-Léandre,QC_SUL_GSS,230,2009,2009,2029,,wind_ons,wind_ons,133.30,133.30,0.3500,46.66,46.66,0.3500,408.70,408.70,85,85,NULL
1248,Jim-Gray,QC_JGR00_GEN,Jim-Gray,QC_JGR_GEN,Produits forestiers Résolu - Hydro-Saguenay,QC,Jonquière,48.698700,-71.212500,213,Quebec.b,Quebec,Abitibi Consolidated Alma,QC_ACK_ISS,161,1953,1953,2023,,hydro_daily,hydro_daily,63.00,63.00,0.7000,44.10,44.10,0.7429,410.00,410.00,2,2,Serves Resolute Forest Products internal load.
1249,Jean Guérin,QC_JGU00_GEN,Jean Guérin,QC_JGU_GEN,Société dÉnergie de Columbus,QC,St-Henri,46.635300,-71.047700,120,Quebec.a,Quebec,Sainte-Claire,QC_SCL_DSS,120,1911,1998,2038,,hydro_run,hydro_run,5.50,5.50,0.1500,0.83,0.83,0.7500,36.14,36.14,1,1,NULL
1250,Jonquière 1,QC_JN100_GEN,Jonquière 1,QC_JN1_GEN,Ville de Saguenay,QC,Ville de Saguenay,48.422100,-71.253400,125,Quebec.b,Quebec,Jonquière,QC_JNQ_DSS,161,1996,1996,2036,,hydro_run,hydro_run,4.50,4.50,0.1500,0.67,0.67,0.7500,29.57,29.57,1,1,NULL
1251,Jonquière,QC_JNQ00_GEN,Jonquière,QC_JNQ_GEN,Produits forestiers Résolu - Hydro-Saguenay,QC,Jonquière,48.416700,-71.255500,125,Quebec.b,Quebec,Jonquière,QC_JNQ_DSS,161,1923,1994,2064,,hydro_daily,hydro_daily,4.50,4.50,0.7000,3.15,3.15,0.7610,30.00,30.00,2,2,Serves Resolute Forest Products internal load.
1252,Joey-Tanenbaum,QC_JTN00_GEN,Joey-Tanenbaum,QC_JTN_GEN,Coulonge Énergie/Hydro-Pontiac Inc,QC,Fort Coulonge,45.878100,-76.696100,154,Quebec.a,Quebec,Cadieux,QC_CDX_DSS,25,1923,1993,2033,,hydro_run,hydro_run,17.00,17.00,0.1500,2.55,2.55,0.7500,111.69,111.69,2,2,NULL
1253,Kruger Bromptonville,QC_KRB00_GEN,Kruger Bromptonville,QC_KRB_GEN,Kruger Energie,QC,Bromptonville,45.483183,-71.949142,149,Quebec.a,Quebec,Kruger Inc Bromptonville,QC_KRB_ISS,120,2014,2014,2044,,biomass,biomass,26.50,26.50,0.9600,25.44,25.44,0.8500,197.32,197.32,1,1,Capacity injected into the network is limited compared to the installed capacity.
1254,Lachenaie Landfill,QC_LAC00_GEN,Lachenaie Landfill,QC_LAC_GEN,BFI Canada,QC,Lachenie,45.732600,-73.534600,16,Quebec.a,Quebec,Lachenaie,QC_LAC_DSS,315,2001,2001,2031,,biomass,biomass,4.00,4.00,0.9600,3.84,3.84,0.8500,29.78,29.78,1,1,NULL
1255,La Gabelle,QC_LAG00_GEN,La Gabelle,QC_LAG_GEN,Hydro Québec Production,QC,Saint-Maurice,46.449100,-72.739300,36,Quebec.a,Quebec,La Gabelle,QC_LAG_GSS,230,1931,2000,2040,,hydro_run,hydro_run,131.00,131.00,0.1500,19.65,19.65,0.7500,860.67,860.67,5,5,NULL
1256,Lac Alfred,QC_LAL00_GEN,Lac Alfred,QC_LAL_GEN,Enbridge 67.5% / EDF Energies Nouvelles 20% / Mrc of La Mitis & Matapedia 12.5%,QC,Lac Alfred,48.419400,-67.713700,558,Quebec.a,Quebec,Rivière-du-Loup,QC_RDL_TSS,315,2013,2013,2033,,wind_ons,wind_ons,300.00,300.00,0.3500,105.00,105.00,0.3500,919.80,919.80,150,150,NULL
1257,Larocque,QC_LAR00_GEN,Larocque,QC_LAR_GEN,Hydro Bromptonville Inc/Kruger,QC,Bromptonville,45.479100,-71.953200,147,Quebec.a,Quebec,Des Cantons,QC_DEC_TSS,120,1901,1993,2033,,hydro_run,hydro_run,10.00,10.00,0.1500,1.50,1.50,0.7500,65.70,65.70,1,1,Capacity injected into the network is zero.
1258,Lebreux,QC_LBR00_GEN,Lebreux,QC_LBR_GEN,Hydro Canomore Inc,QC,Paspébiac,48.154500,-65.347400,144,Quebec.a,Quebec,Paspébiac,QC_PSP_DSS,230,1929,1929,2025,,hydro_run,hydro_run,1.00,1.00,0.1500,0.15,0.15,0.7500,6.57,6.57,1,1,NULL
1259,Les Cèdres,QC_LCS00_GEN,Les Cèdres,QC_LCS_GEN,Hydro Québec Production,QC,Saint-Laurent,45.308900,-74.027300,39,Quebec.a,Quebec,Les Cèdres,QC_LCS_GSS,120,1924,1924,2025,,hydro_run,hydro_run,113.00,113.00,0.1500,16.95,16.95,0.7500,742.41,742.41,12,12,NULL
1260,Lachute,QC_LCT00_GEN,Lachute,QC_LCT_GEN,Lidya Energy,QC,Lachute,45.609300,-74.249200,62,Quebec.a,Quebec,Lachute,QC_LCT_DSS,120,2007,2007,2027,,biogas,biomass,9.90,9.90,0.9600,9.50,9.50,0.8500,73.72,73.72,1,1,NULL
1261,Laforge 1,QC_LF100_GEN,Laforge 1,QC_LF1_GEN,Hydro Québec Production,QC,Laforge,54.169300,-72.614600,400,Quebec.b,Quebec,Laforge-1,QC_LF1_GSS,315,1994,1994,2064,,hydro_monthly,hydro_monthly,878.00,878.00,1.0000,878.00,878.00,0.6500,4999.33,4999.33,6,6,NULL
1262,Laforge 2,QC_LF200_GEN,Laforge 2,QC_LF2_GEN,Hydro Québec Production,QC,Laforge,54.590900,-71.278700,459,Quebec.b,Quebec,Laforge-2,QC_LF2_GSS,315,1996,1996,2066,,hydro_daily,hydro_daily,319.00,319.00,0.7000,223.30,223.30,0.6500,1816.39,1816.39,2,2,NULL
1263,Lefrançois,QC_LFR00_GEN,Lefrançois,QC_LFR_GEN,Innergex Inc,QC,Saint-Paulin,46.423500,-72.968400,136,Quebec.a,Quebec,Charette,QC_CHR_DSS,120,1999,1999,2039,,hydro_run,hydro_run,7.90,7.90,0.1500,1.19,1.19,0.7500,51.90,51.90,2,2,NULL
1264,La Grande 1,QC_LG100_GEN,La Grande 1,QC_LG1_GEN,Hydro Québec Production,QC,Grande Rivière,53.732300,-78.571200,38,Quebec.b,Quebec,La Grande-1,QC_LG1_GSS,315,1995,1995,2065,,hydro_daily,hydro_daily,1436.00,1436.00,0.7000,1005.20,1005.20,0.6500,8176.58,8176.58,12,12,NULL
1265,La Grande 2,QC_LG200_GEN,La Grande 2,QC_LG2_GEN,Hydro Québec Production,QC,Grande Rivière,53.781800,-77.530500,168,Quebec.b,Quebec,La Grande-2,QC_LG2_GSS,735,1981,1981,2051,,hydro_monthly,hydro_monthly,5616.00,5616.00,1.0000,5616.00,5616.00,0.6500,31977.50,31977.50,16,16,Also called Robert-Bourassa
1266,La Grande 3,QC_LG300_GEN,La Grande 3,QC_LG3_GEN,Hydro Québec Production,QC,Grande Rivière,53.727400,-75.987400,196,Quebec.b,Quebec,La Grande-3,QC_LG3_GSS,735,1984,1984,2054,,hydro_monthly,hydro_monthly,2417.00,2417.00,1.0000,2417.00,2417.00,0.6500,13762.40,13762.40,12,12,NULL
1267,La Grande 4,QC_LG400_GEN,La Grande 4,QC_LG4_GEN,Hydro Québec Production,QC,Grande Rivière,53.886400,-73.466000,334,Quebec.b,Quebec,La Grande-4,QC_LG4_GSS,735,1986,1986,2056,,hydro_monthly,hydro_monthly,2779.00,2779.00,1.0000,2779.00,2779.00,0.6500,15823.63,15823.63,9,9,NULL
1268,La Grande 2A,QC_LGA00_GEN,La Grande 2A,QC_LGA_GEN,Hydro Québec Production,QC,Grande Rivière,53.780800,-77.548300,157,Quebec.b,Quebec,La Grande-2A,QC_LG2A_GSS,315,1992,1992,2062,,hydro_monthly,hydro_monthly,2106.00,2106.00,1.0000,2106.00,2106.00,0.6500,11991.56,11991.56,6,6,NULL
1269,Le Granit,QC_LGR00_GEN,Le Granit,QC_LGR_GEN,EDF Energies Nouvelles 70% / Energie du Granit 30%,QC,St-Robert-Bellarmin,45.699400,-70.580000,663,Quebec.a,Quebec,Beauceville,QC_BCV_TSS,120,2014,2014,2034,,wind_ons,wind_ons,24.60,24.60,0.3500,8.61,8.61,0.3500,75.42,75.42,12,12,NULL
1270,LIsle-Maligne,QC_LIM00_GEN,LIsle-Maligne,QC_LIM_GEN,Rio Tinto Alcan,QC,Saguenay,48.577100,-71.634700,97,Quebec.b,Quebec,LIsle Maligne,QC_LIM_ISS,230,1926,1985,2055,,hydro_daily,hydro_daily,448.00,448.00,0.7000,313.60,313.60,0.6500,2550.91,2550.91,12,12,Serves Rio Tinto Alcan internal load.
1271,La Mitis,QC_LMT00_GEN,La Mitis,QC_LMT_GEN,EDF Energies Nouvelles 70% / Energie Renouvelable de La Mitis 30%,QC,Lac Alfred,48.369400,-67.825100,526,Quebec.a,Quebec,Rivière-du-Loup,QC_RDL_TSS,315,2014,2014,2034,,wind_ons,wind_ons,24.60,24.60,0.3500,8.61,8.61,0.3500,75.42,75.42,12,12,NULL
1272,Le Nordais 1,QC_LN100_GEN,Le Nordais 1,QC_LN1_GEN,Transalta,QC,Cap-Chat,49.054093,-66.755980,180,Quebec.a,Quebec,Le Nordais-1,QC_LN1_GSS,230,1999,1999,2033,,wind_ons,wind_ons,57.00,57.00,0.3500,19.95,19.95,0.3500,174.76,174.76,75,75,NULL
1273,Le Nordais 2,QC_LN200_GEN,Le Nordais 2,QC_LN2_GEN,TransAlta,QC,Matane,48.801312,-67.579562,75,Quebec.a,Quebec,Le Nordais-2,QC_LN2_GSS,230,1999,1999,2033,,wind_ons,wind_ons,43.00,43.00,0.3500,15.05,15.05,0.3500,131.84,131.84,57,57,NULL
1274,Le Plateau 1,QC_LP100_GEN,Le Plateau 1,QC_LP1_GEN,Invenergy Wind Canada,QC,Matapédia,48.138280,-67.439481,348,Quebec.a,Quebec,Le Plateau,QC_LPT_GSS,315,2012,2012,2032,,wind_ons,wind_ons,138.60,138.60,0.3500,48.51,48.51,0.3500,424.95,424.95,60,60,NULL
1275,Le Plateau 2,QC_LP200_GEN,Le Plateau 2,QC_LP2_GEN,Invenergy Wind Canada,QC,Matapédia,48.138148,-67.438848,348,Quebec.a,Quebec,Le Plateau,QC_LPT_GSS,315,2014,2014,2034,,wind_ons,wind_ons,21.20,21.20,0.3500,7.42,7.42,0.3500,65.00,65.00,9,9,NULL
1276,La Sarre 1,QC_LSR00_GEN,La Sarre 1,QC_LSR_GEN,Centrale Hydroélectrique La Sarre 1/Hydro-Abitibi Inc,QC,La Sarre,48.847300,-79.149700,274,Quebec.b,Quebec,Palmarolle,QC_PML_DSS,120,2001,2001,2041,,hydro_run,hydro_run,1.10,1.10,0.1500,0.17,0.17,0.7500,7.23,7.23,1,1,NULL
1277,La Tuque,QC_LTU00_GEN,La Tuque,QC_LTU_GEN,Hydro Québec Production,QC,Saint-Maurice,47.444600,-72.798700,124,Quebec.b,Quebec,La Tuque,QC_LTU_GSS,230,1955,2006,2046,,hydro_run,hydro_run,294.00,294.00,0.1500,44.10,44.10,0.7500,1931.58,1931.58,6,6,NULL
1278,Manic 5A,QC_M5A00_GEN,Manic 5A,QC_M5A_GEN,Hydro Québec Production,QC,Manicouagan,50.646700,-68.739500,309,Quebec.b,Quebec,Manic-5A,QC_M5A_GSS,315,1990,1990,2060,,hydro_monthly,hydro_monthly,1064.00,1064.00,1.0000,1064.00,1064.00,0.6500,6058.42,6058.42,4,4,NULL
1279,Manic 1,QC_MC100_GEN,Manic 1,QC_MC1_GEN,Hydro Québec Production,QC,Manicouagan,49.191300,-68.329400,21,Quebec.b,Quebec,Manic-1,QC_MC1_GSS,120,1967,1967,2037,,hydro_daily,hydro_daily,184.00,184.00,0.7000,128.80,128.80,0.6500,1047.70,1047.70,3,3,NULL
1280,Manic 2,QC_MC200_GEN,Manic 2,QC_MC2_GEN,Hydro Québec Production,QC,Manicouagan,49.321300,-68.346700,80,Quebec.b,Quebec,Manic-2,QC_MC2_GSS,315,1967,1967,2037,,hydro_daily,hydro_daily,1229.00,1229.00,0.7000,860.30,860.30,0.6500,6997.93,6997.93,8,8,NULL
1281,Manic 3,QC_MC300_GEN,Manic 3,QC_MC3_GEN,Hydro Québec Production,QC,Manicouagan,49.740800,-68.594500,137,Quebec.b,Quebec,Manic-3,QC_MC3_GSS,315,1976,1976,2046,,hydro_daily,hydro_daily,1326.00,1326.00,0.7000,928.20,928.20,0.6500,7550.24,7550.24,6,6,NULL
1282,Manic 5,QC_MC500_GEN,Manic 5,QC_MC5_GEN,Hydro Québec Production,QC,Manicouagan,50.639800,-68.726700,238,Quebec.b,Quebec,Manic-5,QC_MC5_GSS,315,1971,1971,2041,,hydro_monthly,hydro_monthly,1596.00,1596.00,1.0000,1596.00,1596.00,0.6500,9087.62,9087.62,8,8,NULL
1283,McCormick,QC_MCC00_GEN,McCormick,QC_MCC_GEN,"Hydro Québec Production 60%, Alcoa 40%",QC,Manicouagan,49.193000,-68.326800,9,Quebec.b,Quebec,McCormick,QC_MCC_GSS,120,1952,1952,2022,,hydro_daily,hydro_daily,235.00,235.00,0.7000,164.50,164.50,0.6500,1338.09,1338.09,7,7,NULL
1284,McDougall,QC_MDG00_GEN,McDougall,QC_MDG_GEN,Fiducie R.S.P. Hydro Inc/ Boralex Inc,QC,Pont-Rouge,46.740500,-71.695500,71,Quebec.a,Quebec,Leneuf,QC_LNF_DSS,315,2001,2001,2041,,hydro_run,hydro_run,8.50,8.50,0.1500,1.28,1.28,0.7500,55.85,55.85,1,1,NULL
1285,Massif du Sud,QC_MDS00_GEN,Massif du Sud,QC_MDS_GEN,EDF Energies Nouvelles,QC,Massif du Sud,46.566621,-70.485916,689,Quebec.a,Quebec,Massif-du-Sud,QC_MSF_GSS,120,2013,2013,2033,,wind_ons,wind_ons,150.00,150.00,0.3500,52.50,52.50,0.3500,459.90,459.90,75,75,NULL
