,generation_unit_name,generation_unit_code,generation_facility_name,generation_facility_code,owner,province,location,latitude,longitude,elevation,copper_balancing_area,operating_region,connecting_node_name,connecting_node_code,connecting_voltage,start_year,previous_renewal_year,possible_renewal_year,closure_year,gen_type,gen_type_copper,unit_installed_capacity,facility_installed_capacity,capacity_adjustment,unit_effective_capacity,facility_effective_capacity,capacity_factor,unit_average_annual_energy,facility_average_annual_energy,generation_units_represented,total_facility_generation_units,notes
1286,Mercier,QC_MER00_GEN,Mercier,QC_MER_GEN,Hydro Québec Production,QC,Gatineau,46.717300,-75.982500,226,Quebec.a,Quebec,Mont-Laurier,QC_MLR_DSS,120,2007,2007,2077,,hydro_monthly,hydro_monthly,55.00,55.00,1.0000,55.00,55.00,0.6500,313.17,313.17,5,5,NULL
1287,Magpie,QC_MGP00_GEN,Magpie,QC_MGP_GEN,Innergex Inc,QC,Magpie,50.322800,-64.454200,36,Quebec.b,Quebec,Magpie,QC_MGP_GSS,161,2007,2007,2038,,hydro_run,hydro_run,42.00,42.00,0.1500,6.30,6.30,0.7500,275.94,275.94,3,3,NULL
1288,Mistassini,QC_MIS00_GEN,Mistassini,QC_MIS_GEN,Société en commandite Énergie Hydroélectrique Mistassini ,QC,ND de Laurette et Girardville,48.978026,-72.288539,148,Quebec.b,Quebec,Mistassini,QC_MIS_DSS,161,2017,2017,2057,,hydro_run,hydro_run,18.30,18.30,0.1500,2.75,2.75,0.7500,120.23,120.23,2,2,NULL
1289,Murdock-Willson,QC_MKW00_GEN,Murdock-Willson,QC_MKW_GEN,Produits forestiers Résolu - Hydro-Saguenay,QC,Jonquière,48.452000,-71.213200,60,Quebec.b,Quebec,Abitibi Consolidated Kénogami,QC_ACK_ISS,161,1957,1996,2066,,hydro_daily,hydro_daily,55.00,55.00,0.7000,38.50,38.50,0.7472,360.00,360.00,1,1,Serves Resolute Forest Products internal load.
1290,Mont-Laurier,QC_MLR00_GEN,Mont-Laurier,QC_MLR_GEN,Algonquin Power,QC,Mont-Laurier,46.554700,-75.499900,223,Quebec.b,Quebec,Mont-Laurier,QC_MLR_DSS,120,1987,1987,2027,,hydro_run,hydro_run,2.40,2.40,0.1500,0.36,0.36,0.7500,15.77,15.77,3,3,NULL
1291,Memphrémagog,QC_MMP00_GEN,Memphrémagog,QC_MMP_GEN,Ville de Magog,QC,Magog,45.263000,-72.143500,210,Quebec.a,Quebec,Ville de Magog,QC_VDM_DSS,120,1920,2000,2040,,hydro_run,hydro_run,1.80,1.80,0.1500,0.27,0.27,0.7500,11.83,11.83,1,1,NULL
1292,Montmagny,QC_MNM00_GEN,Montmagny,QC_MNM_GEN,Innergex Montmagny Société en Commandite,QC,Montmagny,46.987200,-70.549200,6,Quebec.a,Quebec,Montmagny,QC_MNM_DSS,230,2001,2001,2041,,hydro_run,hydro_run,2.10,2.10,0.1500,0.32,0.32,0.7500,13.80,13.80,5,5,NULL
1293,Manouane Sipi,QC_MNS00_GEN,Manouane Sipi,QC_MNS_GEN,Ville de La Tuque / Atikamekw de Wemotaci,QC,Manouane,47.459065,-72.765524,154,Quebec.b,Quebec,Chute-Allard,QC_CAL_GSS,230,2020,2020,2060,,hydro_run,hydro_run,22.00,22.00,0.1500,3.30,3.30,0.7500,144.54,144.54,2,2,NULL
1294,Marches Naturelles,QC_MNT00_GEN,Marches Naturelles,QC_MNT_GEN,Boralex Inc,QC,Montmorency,46.894100,-71.158700,114,Quebec.a,Quebec,Beauport,QC_BPT_DSS,315,2015,2015,2055,,hydro_run,hydro_run,4.20,4.20,0.1500,0.63,0.63,0.7500,27.59,27.59,1,1,NULL
1295,Maquatua,QC_MQT00_GEN,Maquatua,QC_MQT_GEN,Corporation Sakami Eeyou,QC,Wemindji,53.003500,-78.793500,16,Quebec.b,Quebec,Wemindji,QC_WJI_DSS,120,2001,2001,2041,,hydro_run,hydro_run,1.10,1.10,0.1500,0.17,0.17,0.7500,7.23,7.23,1,1,NULL
1296,Montérégie,QC_MRG00_GEN,Montérégie,QC_MRG_GEN,Kruger Energie,QC,St-Rémi,45.274800,-73.577400,59,Quebec.a,Quebec,Saint-Rémi,QC_SRE_DSS,120,2012,2012,2032,,wind_ons,wind_ons,101.20,101.20,0.3500,35.42,35.42,0.3500,310.28,310.28,44,44,NULL
1297,Mont Rothery,QC_MRT00_GEN,Mont Rothery,QC_MRT_GEN,EDF Energies Nouvelles / MDI Wind LP,QC,Murdochville,48.972000,-65.379600,688,Quebec.a,Quebec,Copper Mountain,QC_CMT_DSS,161,2015,2015,2035,,wind_ons,wind_ons,74.00,74.00,0.3500,25.90,25.90,0.3500,226.88,226.88,37,37,NULL
1298,Montagne Sèche,QC_MSH00_GEN,Montagne Sèche,QC_MSH_GEN,Innergex Inc 38% / TransCanada 42%,QC,Cloridorme,49.178000,-64.941800,292,Quebec.a,Quebec,Montagne-Sèche,QC_MSH_GSS,230,2011,2011,2031,,wind_ons,wind_ons,58.50,58.50,0.3500,20.47,20.47,0.3500,179.36,179.36,49,49,NULL
1299,Minashtuk,QC_MSK00_GEN,Minashtuk,QC_MSK_GEN,Minashtuk Société en Commandite,QC,Mistassini,48.906200,-72.205300,121,Quebec.b,Quebec,Mistassini,QC_MIS_DSS,161,2001,2001,2041,,hydro_run,hydro_run,10.00,10.00,0.1500,1.50,1.50,0.7500,65.70,65.70,2,2,NULL
1300,Mont Sainte-Marguerite,QC_MSM00_GEN,Mont Sainte-Marguerite,QC_MSM_GEN,Pattern Energy,QC,Saint-Séverin,46.196056,-71.087333,356,Quebec.a,Quebec,Beauceville,QC_BCV_TSS,120,2018,2018,2038,,wind_ons,wind_ons,147.20,147.20,0.3500,51.52,51.52,0.3500,451.32,451.32,46,46,NULL
1301,Masson,QC_MSN00_GEN,Masson,QC_MSN_GEN,Brookfield Renewable Energy,QC,Masson-Angers,45.543200,-75.420300,58,Quebec.a,Quebec,Masson-Sud,QC_MSS_DSS,230,1933,2010,2050,,hydro_run,hydro_run,119.40,119.40,0.1500,17.91,17.91,0.7500,784.46,784.46,4,4,NULL
1302,Mitis 1,QC_MT100_GEN,Mitis 1,QC_MT1_GEN,Hydro Québec Production,QC,Mitis,48.603600,-68.137600,61,Quebec.a,Quebec,Mont-Joli,QC_MTJ_DSS,230,1929,2000,2040,,hydro_run,hydro_run,6.00,6.00,0.1500,0.90,0.90,0.7500,39.42,39.42,2,2,NULL
1303,Mitis 2,QC_MT200_GEN,Mitis 2,QC_MT2_GEN,Hydro Québec Production,QC,Mitis,48.621900,-68.137800,20,Quebec.a,Quebec,Mont-Joli,QC_MTJ_DSS,230,1947,1996,2036,,hydro_run,hydro_run,4.00,4.00,0.1500,0.60,0.60,0.7500,26.28,26.28,1,1,NULL
1304,Mont Copper,QC_MTC00_GEN,Mont Copper,QC_MTC_GEN,NextEra Energy,QC,Murdochville,48.939900,-65.527100,743,Quebec.a,Quebec,Mont Copper,QC_MTC_GSS,161,2006,2006,2026,,wind_ons,wind_ons,54.00,54.00,0.3500,18.90,18.90,0.3500,165.56,165.56,30,30,NULL
1305,Mont Louis,QC_MTL00_GEN,Mont Louis,QC_MTL_GEN,Northland Power,QC,Mont-Louis,49.181800,-65.650200,549,Quebec.a,Quebec,Mont-Louis,QC_MTL_GSS,230,2011,2011,2031,,wind_ons,wind_ons,100.50,100.50,0.3500,35.18,35.18,0.3500,308.13,308.13,67,67,NULL
1306,Mont Miller,QC_MTM00_GEN,Mont Miller,QC_MTM_GEN,NextEra Energy,QC,Murdochville,48.980000,-65.495800,666,Quebec.a,Quebec,Mont-Miller,QC_MTM_GSS,161,2006,2006,2026,,wind_ons,wind_ons,54.00,54.00,0.3500,18.90,18.90,0.3500,165.56,165.56,30,30,NULL
1307,Nicolas-Riou,QC_NCR00_GEN,Nicolas-Riou,QC_NCR_GEN,EDF Energies Nouvelles,QC,Rivière-du-Loup,48.065556,-68.991389,281,Quebec.a,Quebec,Rivière-du-Loup,QC_RDL_TSS,315,2017,2017,2037,,wind_ons,wind_ons,224.40,224.40,0.3500,78.54,78.54,0.3500,688.01,688.01,65,65,NULL
1308,New Richmond,QC_NRC00_GEN,New Richmond,QC_NRC_GEN,TransAlta,QC,New Richmond,48.201967,-65.720387,295,Quebec.a,Quebec,New Richmond,QC_NRD_GSS,230,2013,2013,2033,,wind_ons,wind_ons,67.80,67.80,0.3500,23.73,23.73,0.3500,207.87,207.87,33,33,Six turbines are 2.3 MW
1309,Outardes 2,QC_OT200_GEN,Outardes 2,QC_OT2_GEN,Hydro Québec Production,QC,Aux Outardes,49.144800,-68.389400,50,Quebec.b,Quebec,Outardes-2,QC_OT2_GSS,315,1978,1978,2048,,hydro_daily,hydro_daily,523.00,523.00,0.7000,366.10,366.10,0.6500,2977.96,2977.96,3,3,NULL
1310,Outardes 3,QC_OT300_GEN,Outardes 3,QC_OT3_GEN,Hydro Québec Production,QC,Aux Outardes,49.557600,-68.725600,223,Quebec.b,Quebec,Outardes-3,QC_OT3_GSS,315,1969,1969,2039,,hydro_daily,hydro_daily,1026.00,1026.00,0.7000,718.20,718.20,0.6500,5842.04,5842.04,4,4,NULL
1311,Outardes 4,QC_OT400_GEN,Outardes 4,QC_OT4_GEN,Hydro Québec Production,QC,Aux Outardes,49.703700,-68.903800,304,Quebec.b,Quebec,Outardes-4,QC_OT4_GSS,315,1969,1969,2039,,hydro_monthly,hydro_monthly,785.00,785.00,1.0000,785.00,785.00,0.6500,4469.79,4469.79,4,4,NULL
1312,Pont Arnaud,QC_PAR00_GEN,Pont Arnaud,QC_PAR_GEN,Ville de Saguenay / Hydro-Jonquière,QC,Ville de Saguenay,48.406900,-71.123200,119,Quebec.b,Quebec,Jonquière,QC_JNQ_DSS,161,2011,2011,2051,,hydro_run,hydro_run,9.10,9.10,0.1500,1.37,1.37,0.7500,59.79,59.79,1,1,NULL
1313,Paugan,QC_PAU00_GEN,Paugan,QC_PAU_GEN,Hydro Québec Production,QC,Gatineau,45.809700,-75.930900,123,Quebec.a,Quebec,Paugan,QC_PAU_GSS,230,1956,1956,2026,,hydro_daily,hydro_daily,226.00,226.00,0.7000,158.20,158.20,0.6500,1286.84,1286.84,8,8,NULL
1314,Petites Bergeronnes,QC_PBG00_GEN,Petites Bergeronnes,QC_PBG_GEN,Société dÉnergie de Columbus,QC,Petites-Bergeronnes,48.261400,-69.626500,73,Quebec.b,Quebec,Les Basques,QC_BSQ_DSS,315,1994,1994,2034,,hydro_run,hydro_run,4.10,4.10,0.1500,0.61,0.61,0.7500,26.94,26.94,1,1,NULL
1315,Portneuf I,QC_PN100_GEN,Portneuf I,QC_PN1_GEN,Innergex Inc,QC,Ste-Anne-de-Portneuf,48.658500,-69.132500,42,Quebec.b,Quebec,Les Basques,QC_BSQ_DSS,315,2001,2001,2041,,hydro_run,hydro_run,7.60,7.60,0.1500,1.14,1.14,0.7500,49.93,49.93,2,2,NULL
1316,Portneuf II,QC_PN200_GEN,Portneuf II,QC_PN2_GEN,Innergex Inc,QC,Ste-Anne-de-Portneuf,48.654800,-69.176200,51,Quebec.b,Quebec,Les Basques,QC_BSQ_DSS,315,2001,2001,2041,,hydro_run,hydro_run,9.90,9.90,0.1500,1.49,1.49,0.7500,65.04,65.04,2,2,NULL
1317,Portneuf III,QC_PN300_GEN,Portneuf III,QC_PN3_GEN,Innergex Inc,QC,Ste-Anne-de-Portneuf,48.691300,-69.338900,127,Quebec.b,Quebec,Les Basques,QC_BSQ_DSS,315,2001,2001,2041,,hydro_run,hydro_run,8.70,8.70,0.1500,1.31,1.31,0.7500,57.16,57.16,2,2,NULL
1318,Péribonka,QC_PRB00_GEN,Péribonka,QC_PRB_GEN,Hydro Québec Production,QC,Péribonka,49.507700,-71.182400,171,Quebec.b,Quebec,Péribonka,QC_PRB_GSS,120,2008,2008,2048,,hydro_run,hydro_run,385.00,385.00,0.1500,57.75,57.75,0.7500,2529.45,2529.45,3,3,NULL
1319,Première-Chute,QC_PRC00_GEN,Première-Chute,QC_PRC_GEN,Hydro Québec Production,QC,Outaouais,47.600700,-79.452400,186,Quebec.b,Quebec,Première Chute,QC_PRC_GSS,120,1975,1975,2045,,hydro_daily,hydro_daily,131.00,131.00,0.7000,91.70,91.70,0.6500,745.91,745.91,4,4,NULL
1320,Pierre de Saurel,QC_PSR00_GEN,Pierre de Saurel,QC_PSR_GEN,Pierre-De Saurel MCR,QC,St-Robert,45.967000,-72.927400,20,Quebec.a,Quebec,Yamaska,QC_YAM_DSS,120,2016,2016,2036,,wind_ons,wind_ons,24.60,24.60,0.3500,8.61,8.61,0.3500,75.42,75.42,12,12,NULL
1321,Pentecôte,QC_PTC00_GEN,Pentecôte,QC_PTC_GEN,Pouvoir Riverin Inc Société en Commandite / Algonquin Power Fund Canada,QC,Rivière-Pentecôte,49.785800,-67.157000,1,Quebec.b,Quebec,Pentecôte,QC_PTC_DSS,161,1946,1999,2039,,hydro_run,hydro_run,1.70,1.70,0.1500,0.26,0.26,0.7500,11.17,11.17,1,1,NULL
1322,Paton,QC_PTN00_GEN,Paton,QC_PTN_GEN,Ville de Sherbrooke / Hydro Sherbrooke,QC,Sherbrooke,45.399400,-71.899600,186,Quebec.a,Quebec,Ville de Sherbrooke Saint-François,QC_VSF_DSS,120,1927,2017,2057,,hydro_run,hydro_run,1.60,1.60,0.1500,0.24,0.24,0.7500,10.51,10.51,1,1,NULL
1323,Lebel-sur-Quévillon,QC_QVN00_GEN,Lebel-sur-Quévillon,QC_QVN_GEN,Nexolia Bioénergie,QC,Lebel-sur-Quévillon,49.024122,-76.954607,284,Quebec.b,Quebec,Domtar Quévillon,QC_DOQ_ISS,120,2020,2020,2050,,biomass,biomass,55.30,55.30,0.9600,53.09,53.09,0.8500,411.76,411.76,1,1,Capacity injected into the network is zero.
1324,Roncevaux,QC_RCV00_GEN,Roncevaux,QC_RCV_GEN,Invenergy Wind Canada,QC,L’Ascension de Patapédia,48.138100,-67.438800,348,Quebec.a,Quebec,Rimouski,QC_RIM_TSS,315,2016,2016,2036,,wind_ons,wind_ons,74.80,74.80,0.3500,26.18,26.18,0.3500,229.34,229.34,34,34,NULL
1325,Rapides-des-Cèdres,QC_RDC00_GEN,Rapides-des-Cèdres,QC_RDC_GEN,Brookfield Renewable Energy,QC,Notre-Dame-du-Laus,46.100900,-75.648000,211,Quebec.a,Quebec,Notre-Dame-du-Laus,QC_NDL_DSS,120,2005,2005,2045,,hydro_run,hydro_run,9.00,9.00,0.1500,1.35,1.35,0.7500,59.13,59.13,2,2,NULL
1326,Rivière-du-Loup,QC_RDL00_GEN,Rivière-du-Loup,QC_RDL_GEN,Algonquin Power,QC,Rivière-du-Loup,47.830500,-69.530000,66,Quebec.a,Quebec,Rivière-du-Loup,QC_RDL_TSS,315,2001,2001,2041,,hydro_run,hydro_run,2.65,2.65,0.1500,0.40,0.40,0.7500,17.41,17.41,1,1,NULL
1327,Rivière-du-Moulin,QC_RDM00_GEN,Rivière du Moulin,QC_RDM_GEN,EDF Energies Nouvelles,QC,Charlevoix,47.974500,-71.099600,823,Quebec.b,Quebec,Laurentides,QC_LDS_TSS,345,2014,2014,2034,,wind_ons,wind_ons,350.00,350.00,0.3500,122.50,122.50,0.3500,1073.10,1073.10,175,175,NULL
1328,Rivière-des-Prairies,QC_RDP00_GEN,Rivière-des-Prairies,QC_RDP_GEN,Hydro Québec Production,QC,Rivière-des-Prairies,45.589500,-73.657200,17,Quebec.a,Quebec,Landry,QC_LDY_DSS,120,1930,2000,2040,,hydro_run,hydro_run,54.00,54.00,0.1500,8.10,8.10,0.7500,354.78,354.78,6,6,NULL
1329,Rapides-des-Quinze,QC_RDQ00_GEN,Rapides-des-Quinze,QC_RDQ_GEN,Hydro Québec Production,QC,Outaouais,47.590600,-79.294400,256,Quebec.b,Quebec,Rapides-des-Quinze,QC_RPQ_GSS,120,1955,1955,2025,,hydro_daily,hydro_daily,109.00,109.00,0.7000,76.30,76.30,0.6500,620.65,620.65,6,6,NULL
1330,Rock Forest,QC_RFR00_GEN,Rock Forest,QC_RFR_GEN,Ville de Sherbrooke / Hydro Sherbrooke,QC,Sherbrooke,45.341800,-71.993500,198,Quebec.a,Quebec,Ville de Sherbrooke Orford,QC_VSO_DSS,120,1911,2000,2040,,hydro_run,hydro_run,2.90,2.90,0.1500,0.44,0.44,0.7500,19.05,19.05,1,1,NULL
1331,Rocher-de-Grand-Mère,QC_RGM00_GEN,Rocher-de-Grand-Mère,QC_RGM_GEN,Hydro Québec Production,QC,Saint-Maurice,46.613900,-72.675100,88,Quebec.a,Quebec,Thibaudeau,QC_THI_DSS,120,2004,2004,2044,,hydro_run,hydro_run,230.00,230.00,0.1500,34.50,34.50,0.7500,1511.10,1511.10,3,3,NULL
1332,Rimouski,QC_RIM00_GEN,Rimouski,QC_RIM_GEN,Boralex Inc,QC,Rimouski,48.411200,-68.553200,19,Quebec.a,Quebec,Rimouski,QC_RIM_TSS,120,1997,1997,2037,,hydro_run,hydro_run,3.70,3.70,0.1500,0.56,0.56,0.7500,24.31,24.31,1,1,NULL
1333,Romaine 1,QC_RM100_GEN,Romaine 1,QC_RM1_GEN,Hydro Québec Production,QC,Romaine,50.385400,-63.260700,61,Quebec.b,Quebec,Romaine-1,QC_RM1_GSS,315,2015,2015,2085,,hydro_daily,hydro_daily,270.00,270.00,0.7000,189.00,189.00,0.6500,1537.38,1537.38,2,2,NULL
1334,Romaine 2,QC_RM200_GEN,Romaine 2,QC_RM2_GEN,Hydro Québec Production,QC,Romaine,50.624600,-63.194100,203,Quebec.b,Quebec,Romaine-2,QC_RM2_GSS,315,2014,2014,2084,,hydro_monthly,hydro_monthly,640.00,640.00,1.0000,640.00,640.00,0.6500,3644.16,3644.16,2,2,NULL
1335,Romaine 3,QC_RM300_GEN,Romaine 3,QC_RM3_GEN,Hydro Québec Production,QC,Romaine,51.114557,-63.399807,293,Quebec.b,Quebec,Romaine-3,QC_RM3_GSS,315,2017,2017,2087,,hydro_monthly,hydro_monthly,395.00,395.00,1.0000,395.00,395.00,0.6500,2249.13,2249.13,2,2,NULL
1336,Romaine 4,QC_RM400_GEN,Romaine 4,QC_RM4_GEN,Hydro Québec Production,QC,Romaine,51.368044,-63.506959,425,Quebec.b,Quebec,Romaine-4,QC_RM4_GSS,315,2021,2021,2091,,hydro_monthly,hydro_monthly,245.00,245.00,1.0000,245.00,245.00,0.6500,1395.03,1395.03,2,2,NULL
1337,Mesgig Ugjusn,QC_RNV00_GEN,Mesgig Ugjusn,QC_RNV_GEN,Innergex Inc 50% / Miôgmawei Mawiomi Business Corp 50%,QC,Rivière-Nouvelle,48.250500,-66.725500,514,Quebec.a,Quebec,Matapédia,QC_MTP_DSS,230,2016,2016,2036,,wind_ons,wind_ons,149.30,149.30,0.3500,52.26,52.26,0.3500,457.75,457.75,47,47,Also called Rivière-Nouvelle
1338,Rapide 2,QC_RP200_GEN,Rapide 2,QC_RP2_GEN,Hydro Québec Production,QC,Outaouais,47.933600,-78.576100,283,Quebec.b,Quebec,Rapide-2,QC_RP2_GSS,120,1964,2000,2040,,hydro_run,hydro_run,67.00,67.00,0.1500,10.05,10.05,0.7500,440.19,440.19,4,4,NULL
1339,Rapide 7,QC_RP700_GEN,Rapide 7,QC_RP7_GEN,Hydro Québec Production,QC,Outaouais,47.768500,-78.310200,304,Quebec.b,Quebec,Rapide-7,QC_RP7_GSS,120,1949,2000,2070,,hydro_monthly,hydro_monthly,67.00,67.00,1.0000,67.00,67.00,0.6500,381.50,381.50,4,4,NULL
1340,Rapide-Blanc,QC_RPB00_GEN,Rapide-Blanc,QC_RPB_GEN,Hydro Québec Production,QC,Saint-Maurice,47.796400,-72.973500,266,Quebec.b,Quebec,Rapide-Blanc,QC_RPB_TSS,230,1955,1955,2026,,hydro_monthly,hydro_monthly,204.00,204.00,1.0000,204.00,204.00,0.6500,1161.58,1161.58,6,6,NULL
1341,Rapide-des-Cœurs,QC_RPC00_GEN,Rapide-des-Cœurs,QC_RPC_GEN,Hydro Québec Production,QC,Saint-Maurice,47.786600,-73.375300,303,Quebec.b,Quebec,Rapide-des-Coeurs,QC_RPC_GSS,230,2009,2009,2049,,hydro_run,hydro_run,76.00,76.00,0.1500,11.40,11.40,0.7500,499.32,499.32,6,6,NULL
1342,Rapides-Farmers,QC_RPF00_GEN,Rapides-Farmers,QC_RPF_GEN,Hydro Québec Production,QC,Gatineau,45.498900,-75.763200,60,Quebec.a,Quebec,Rapides-Farmers,QC_RPF_GSS,120,1947,2000,2040,,hydro_run,hydro_run,104.00,104.00,0.1500,15.60,15.60,0.7500,683.28,683.28,5,5,NULL
1343,Rapides-des-Îles,QC_RPI00_GEN,Rapides-des-Îles,QC_RPI_GEN,Hydro Québec Production,QC,Outaouais,47.576800,-79.354600,212,Quebec.b,Quebec,Rapides-des-Iles,QC_RPI_GSS,120,1973,1973,2043,,hydro_daily,hydro_daily,176.00,176.00,0.7000,123.20,123.20,0.6500,1002.14,1002.14,4,4,NULL
1344,Rawdon,QC_RWD00_GEN,Rawdon,QC_RWD_GEN,Algonquin Power,QC,Rawdon,46.045800,-73.729400,155,Quebec.a,Quebec,Magnan,QC_MGN_DSS,120,1913,1986,2026,,hydro_run,hydro_run,2.40,2.40,0.1500,0.36,0.36,0.7500,15.77,15.77,1,1,NULL
1345,St-Alban,QC_SAL00_GEN,St-Alban,QC_SAL_GEN,Algonquin Power,QC,St-Alban,46.710000,-72.076800,54,Quebec.a,Quebec,Alain-Grandbois,QC_AGB_DSS,315,1996,1996,2036,,hydro_run,hydro_run,8.20,8.20,0.1500,1.23,1.23,0.7500,53.87,53.87,2,2,NULL
1346,Seigneurie de Beaupré 2,QC_SBD200_GEN,Seigneurie de Beaupré 2,QC_SBD2_GEN,Boralex Inc / Gazmetro,QC,Beaupré,47.371500,-70.869800,1038,Quebec.b,Quebec,Seigneurie de Beaupré,QC_SDB_GSS,315,2014,2014,2034,,wind_ons,wind_ons,131.20,131.20,0.3500,45.92,45.92,0.3500,402.26,402.26,63,63,Some turbines are 2.3 MW
1347,Seigneurie de Beaupré 3,QC_SBD300_GEN,Seigneurie de Beaupré 3,QC_SBD3_GEN,Boralex Inc / Gazmetro,QC,Beaupré,47.331700,-70.890500,786,Quebec.b,Quebec,Seigneurie de Beaupré,QC_SDB_GSS,315,2014,2014,2034,,wind_ons,wind_ons,140.60,140.60,0.3500,49.21,49.21,0.3500,431.08,431.08,68,68,Some turbines are 2.3 MW
1348,Seigneurie de Beaupré 4,QC_SBD400_GEN,Seigneurie de Beaupré 4,QC_SBD4_GEN,Boralex Inc / Gazmetro,QC,Beaupré,47.266500,-70.945600,877,Quebec.b,Quebec,Seigneurie de Beaupré,QC_SDB_GSS,315,2014,2014,2034,,wind_ons,wind_ons,67.90,67.90,0.3500,23.77,23.77,0.3500,208.18,208.18,28,28,Five turbines are 3.0 MW
1349,Ste-Brigitte,QC_SBR00_GEN,Ste-Brigitte,QC_SBR_GEN,Algonquin Power,QC,Ste-Brigitte-des-Saults,46.031200,-72.479100,57,Quebec.a,Quebec,Sainte-Perpétue,QC_SPE_DSS,120,2001,2001,2041,,hydro_run,hydro_run,3.50,3.50,0.1500,0.53,0.53,0.7500,23.00,23.00,2,2,NULL
1350,Sept-Chutes,QC_SCT00_GEN,Sept-Chutes,QC_SCT_GEN,Hydro Québec Production,QC,Sainte-Anne,47.122700,-70.828600,228,Quebec.b,Quebec,Beaupré,QC_BPR_DSS,315,1999,1999,2039,,hydro_run,hydro_run,22.00,22.00,0.1500,3.30,3.30,0.7500,144.54,144.54,4,4,NULL
1351,Des Cultures,QC_SCY00_GEN,Des Cultures,QC_SCY_GEN,Kahnawake Sustainable Energy,QC,St-Cyprien de Napierville,45.186060,-73.425857,60,Quebec.a,Quebec,Napierville,QC_NPR_DSS,120,2021,2021,2041,,wind_ons,wind_ons,24.00,24.00,0.3500,8.40,8.40,0.3500,73.58,73.58,6,6,Formerly called St-Cyprien
1352,St-Damase,QC_SDA00_GEN,St-Damase,QC_SDA_GEN,Algonquin Power,QC,St-Damase,48.624800,-67.867400,292,Quebec.a,Quebec,Les Boules,QC_LBS_TSS,120,2014,2014,2034,,wind_ons,wind_ons,23.50,23.50,0.3500,8.23,8.23,0.3500,72.05,72.05,10,10,NULL
1353,St-Félicien,QC_SFE00_GEN,St-Félicien,QC_SFE_GEN,Green Leaf,QC,St-Félicien,48.637900,-72.433700,120,Quebec.b,Quebec,Saint-Félicien,QC_SFE_DSS,161,2001,2001,2031,,biomass,biomass,23.00,23.00,0.9600,22.08,22.08,0.8500,171.26,171.26,1,1,NULL
1354,Shawinigan 2,QC_SH200_GEN,Shawinigan 2,QC_SH2_GEN,Hydro Québec Production,QC,Saint-Maurice,46.535900,-72.767300,50,Quebec.a,Quebec,Shawinigan-2,QC_SH2_GSS,120,1929,1999,2069,,hydro_daily,hydro_daily,200.00,200.00,0.7000,140.00,140.00,0.6500,1138.80,1138.80,8,8,NULL
1355,Shawinigan 3,QC_SH300_GEN,Shawinigan 3,QC_SH3_GEN,Hydro Québec Production,QC,Saint-Maurice,46.533800,-72.765600,59,Quebec.a,Quebec,Shawinigan-3,QC_SH3_GSS,120,1949,2019,2089,,hydro_daily,hydro_daily,194.00,194.00,0.7000,135.80,135.80,0.6500,1104.64,1104.64,3,3,NULL
1356,St-Lambert,QC_SLA00_GEN,St-Lambert,QC_SLA_GEN,Boralex Inc,QC,St-Lambert,45.495900,-73.515300,15,Quebec.a,Quebec,Saint-Maxime,QC_SMX_DSS,120,1995,1995,2035,,hydro_run,hydro_run,5.80,5.80,0.1500,0.87,0.87,0.7500,38.11,38.11,2,2,NULL
1357,Sainte-Margeurite 1-1A,QC_SM100_GEN,Sainte-Margeurite 1-1A,QC_SM1_GEN,Innergex Inc 50% / Desjardins Group Pension Plan 50%,QC,Clarke City,50.197100,-66.636200,27,Quebec.b,Quebec,Sainte-Marguerite-1,QC_SM1_GSS,120,1993,1993,2043,,hydro_run,hydro_run,28.90,28.90,0.1500,4.34,4.34,0.7500,189.87,189.87,3,3,NULL
1358,Sainte-Marguerite 2,QC_SM200_GEN,Sainte-Marguerite 2,QC_SM2_GEN,Compagnie Gulf Power,QC,Sainte-Marguerite,50.212300,-66.658300,58,Quebec.b,Quebec,Sainte-Marguerite-2,QC_SM2_GSS,120,1951,2011,2081,,hydro_daily,hydro_daily,24.00,24.00,0.7000,16.80,16.80,0.6500,136.66,136.66,2,2,NULL
1359,Sainte-Marguerite 3,QC_SM300_GEN,Sainte-Marguerite 3,QC_SM3_GEN,Hydro Québec Production,QC,Sainte-Marguerite,50.712800,-66.781400,165,Quebec.b,Quebec,Sainte-Marguerite-3,QC_SM3_GSS,315,2003,2003,2073,,hydro_monthly,hydro_monthly,882.00,882.00,1.0000,882.00,882.00,0.6500,5022.11,5022.11,2,2,NULL
1360,Saint-Narcisse,QC_SNC00_GEN,Saint-Narcisse,QC_SNC_GEN,Hydro Québec Production,QC,Batiscan,46.548400,-72.410200,46,Quebec.a,Quebec,Cap-de-la-Madeleine,QC_CPM_DSS,230,1926,2000,2040,,hydro_run,hydro_run,15.00,15.00,0.1500,2.25,2.25,0.7500,98.55,98.55,2,2,NULL
1361,St-Nicéphore,QC_SNI00_GEN,St-Nicéphore,QC_SNI_GEN,Waste Management,QC,St-Nicéphore,45.822800,-72.368800,114,Quebec.a,Quebec,Marcotte,QC_MAR_DSS,120,2012,2012,2032,,biogas,biomass,7.60,7.60,0.9600,7.30,7.30,0.8500,56.59,56.59,1,1,NULL
