,scenario,variable,year,value,region,sector
29954,Current Measures,Electricity,2009,53.94420,British Columbia,"Commercial"
29956,Current Measures,Electricity,2009,69.40800,British Columbia,"Residential"
29958,Current Measures,Electricity,2009,90.61990,British Columbia,"Industrial"
29964,Current Measures,Electricity,2009,214.64610,British Columbia,"Total End-Use"
29995,Current Measures,Electricity,2010,0.77400,British Columbia,"Transportation"
30024,Current Measures,Electricity,2010,53.97120,British Columbia,"Commercial"
30025,Current Measures,Electricity,2010,67.61520,British Columbia,"Residential"
30028,Current Measures,Electricity,2010,87.89410,British Columbia,"Industrial"
30034,Current Measures,Electricity,2010,210.25450,British Columbia,"Total End-Use"
30065,Current Measures,Electricity,2011,0.73400,British Columbia,"Transportation"
30094,Current Measures,Electricity,2011,54.50250,British Columbia,"Commercial"
30095,Current Measures,Electricity,2011,70.47360,British Columbia,"Residential"
30098,Current Measures,Electricity,2011,84.76390,British Columbia,"Industrial"
30104,Current Measures,Electricity,2011,210.47400,British Columbia,"Total End-Use"
30135,Current Measures,Electricity,2012,0.79700,British Columbia,"Transportation"
30164,Current Measures,Electricity,2012,55.08970,British Columbia,"Commercial"
30165,Current Measures,Electricity,2012,68.53680,British Columbia,"Residential"
30168,Current Measures,Electricity,2012,84.77650,British Columbia,"Industrial"
30174,Current Measures,Electricity,2012,209.20000,British Columbia,"Total End-Use"
30205,Current Measures,Electricity,2013,0.75600,British Columbia,"Transportation"
30233,Current Measures,Electricity,2013,53.35570,British Columbia,"Commercial"
30235,Current Measures,Electricity,2013,69.62030,British Columbia,"Residential"
30238,Current Measures,Electricity,2013,85.64710,British Columbia,"Industrial"
30244,Current Measures,Electricity,2013,209.37910,British Columbia,"Total End-Use"
30275,Current Measures,Electricity,2014,0.82000,British Columbia,"Transportation"
30303,Current Measures,Electricity,2014,53.59110,British Columbia,"Commercial"
30305,Current Measures,Electricity,2014,68.58360,British Columbia,"Residential"
30308,Current Measures,Electricity,2014,81.08960,British Columbia,"Industrial"
30314,Current Measures,Electricity,2014,204.08430,British Columbia,"Total End-Use"
30344,Current Measures,Electricity,2015,0.73300,British Columbia,"Transportation"
30373,Current Measures,Electricity,2015,53.95150,British Columbia,"Commercial"
30375,Current Measures,Electricity,2015,66.03840,British Columbia,"Residential"
30377,Current Measures,Electricity,2015,78.72500,British Columbia,"Industrial"
30384,Current Measures,Electricity,2015,199.44790,British Columbia,"Total End-Use"
30412,Current Measures,Electricity,2016,0.74300,British Columbia,"Transportation"
30443,Current Measures,Electricity,2016,53.48350,British Columbia,"Commercial"
30445,Current Measures,Electricity,2016,67.29480,British Columbia,"Residential"
30448,Current Measures,Electricity,2016,93.44020,British Columbia,"Industrial"
30454,Current Measures,Electricity,2016,214.96150,British Columbia,"Total End-Use"
30483,Current Measures,Electricity,2017,0.76200,British Columbia,"Transportation"
30513,Current Measures,Electricity,2017,54.12300,British Columbia,"Commercial"
30515,Current Measures,Electricity,2017,71.16840,British Columbia,"Residential"
30518,Current Measures,Electricity,2017,91.99660,British Columbia,"Industrial"
30524,Current Measures,Electricity,2017,218.05000,British Columbia,"Total End-Use"
30553,Current Measures,Electricity,2018,0.76300,British Columbia,"Transportation"
30583,Current Measures,Electricity,2018,54.25920,British Columbia,"Commercial"
30585,Current Measures,Electricity,2018,69.06960,British Columbia,"Residential"
30588,Current Measures,Electricity,2018,92.97140,British Columbia,"Industrial"
30594,Current Measures,Electricity,2018,217.06320,British Columbia,"Total End-Use"
30623,Current Measures,Electricity,2019,0.77890,British Columbia,"Transportation"
30653,Current Measures,Electricity,2019,54.41510,British Columbia,"Commercial"
30655,Current Measures,Electricity,2019,67.22280,British Columbia,"Residential"
30658,Current Measures,Electricity,2019,93.32310,British Columbia,"Industrial"
30664,Current Measures,Electricity,2019,215.73990,British Columbia,"Total End-Use"
30690,Current Measures,Electricity,2020,0.63250,British Columbia,"Transportation"
30723,Current Measures,Electricity,2020,52.05340,British Columbia,"Commercial"
30725,Current Measures,Electricity,2020,72.57600,British Columbia,"Residential"
30728,Current Measures,Electricity,2020,83.75150,British Columbia,"Industrial"
30734,Current Measures,Electricity,2020,209.01340,British Columbia,"Total End-Use"
30760,Current Measures,Electricity,2021,0.67450,British Columbia,"Transportation"
30793,Current Measures,Electricity,2021,53.03040,British Columbia,"Commercial"
30795,Current Measures,Electricity,2021,65.72710,British Columbia,"Residential"
30798,Current Measures,Electricity,2021,88.71660,British Columbia,"Industrial"
30804,Current Measures,Electricity,2021,208.14860,British Columbia,"Total End-Use"
30835,Current Measures,Electricity,2022,1.05730,British Columbia,"Transportation"
30863,Current Measures,Electricity,2022,57.04890,British Columbia,"Commercial"
30865,Current Measures,Electricity,2022,70.39260,British Columbia,"Residential"
30868,Current Measures,Electricity,2022,93.62930,British Columbia,"Industrial"
30874,Current Measures,Electricity,2022,222.12810,British Columbia,"Total End-Use"
30906,Current Measures,Electricity,2023,1.74490,British Columbia,"Transportation"
30933,Current Measures,Electricity,2023,59.44330,British Columbia,"Commercial"
30935,Current Measures,Electricity,2023,73.29870,British Columbia,"Residential"
30938,Current Measures,Electricity,2023,99.69260,British Columbia,"Industrial"
30944,Current Measures,Electricity,2023,234.17950,British Columbia,"Total End-Use"
30978,Current Measures,Electricity,2024,2.83930,British Columbia,"Transportation"
31003,Current Measures,Electricity,2024,61.18420,British Columbia,"Commercial"
31005,Current Measures,Electricity,2024,75.07670,British Columbia,"Residential"
31008,Current Measures,Electricity,2024,102.87770,British Columbia,"Industrial"
31014,Current Measures,Electricity,2024,241.97790,British Columbia,"Total End-Use"
31049,Current Measures,Electricity,2025,4.33430,British Columbia,"Transportation"
31073,Current Measures,Electricity,2025,62.86460,British Columbia,"Commercial"
31075,Current Measures,Electricity,2025,76.84310,British Columbia,"Residential"
31078,Current Measures,Electricity,2025,106.05970,British Columbia,"Industrial"
31084,Current Measures,Electricity,2025,250.10170,British Columbia,"Total End-Use"
31120,Current Measures,Electricity,2026,5.96960,British Columbia,"Transportation"
31143,Current Measures,Electricity,2026,64.67860,British Columbia,"Commercial"
31145,Current Measures,Electricity,2026,78.52480,British Columbia,"Residential"
31148,Current Measures,Electricity,2026,109.41010,British Columbia,"Industrial"
31154,Current Measures,Electricity,2026,258.58310,British Columbia,"Total End-Use"
31191,Current Measures,Electricity,2027,7.59650,British Columbia,"Transportation"
31214,Current Measures,Electricity,2027,66.56980,British Columbia,"Commercial"
31215,Current Measures,Electricity,2027,80.16710,British Columbia,"Residential"
31218,Current Measures,Electricity,2027,111.21380,British Columbia,"Industrial"
31224,Current Measures,Electricity,2027,265.54720,British Columbia,"Total End-Use"
31262,Current Measures,Electricity,2028,9.21920,British Columbia,"Transportation"
31284,Current Measures,Electricity,2028,68.08850,British Columbia,"Commercial"
31285,Current Measures,Electricity,2028,81.75710,British Columbia,"Residential"
31288,Current Measures,Electricity,2028,115.27360,British Columbia,"Industrial"
31294,Current Measures,Electricity,2028,274.33840,British Columbia,"Total End-Use"
31332,Current Measures,Electricity,2029,10.85220,British Columbia,"Transportation"
31354,Current Measures,Electricity,2029,69.37620,British Columbia,"Commercial"
31355,Current Measures,Electricity,2029,83.26090,British Columbia,"Residential"
31358,Current Measures,Electricity,2029,122.13090,British Columbia,"Industrial"
31365,Current Measures,Electricity,2029,285.62020,British Columbia,"Total End-Use"
31402,Current Measures,Electricity,2030,12.43920,British Columbia,"Transportation"
31424,Current Measures,Electricity,2030,70.59440,British Columbia,"Commercial"
31425,Current Measures,Electricity,2030,84.74190,British Columbia,"Residential"
31428,Current Measures,Electricity,2030,127.37240,British Columbia,"Industrial"
31435,Current Measures,Electricity,2030,295.14790,British Columbia,"Total End-Use"
31472,Current Measures,Electricity,2031,13.90270,British Columbia,"Transportation"
31494,Current Measures,Electricity,2031,71.89460,British Columbia,"Commercial"
31495,Current Measures,Electricity,2031,86.35920,British Columbia,"Residential"
31498,Current Measures,Electricity,2031,130.41440,British Columbia,"Industrial"
31505,Current Measures,Electricity,2031,302.57090,British Columbia,"Total End-Use"
31543,Current Measures,Electricity,2032,15.45340,British Columbia,"Transportation"
31564,Current Measures,Electricity,2032,73.25780,British Columbia,"Commercial"
31565,Current Measures,Electricity,2032,87.99900,British Columbia,"Residential"
31568,Current Measures,Electricity,2032,137.70530,British Columbia,"Industrial"
31575,Current Measures,Electricity,2032,314.41550,British Columbia,"Total End-Use"
31615,Current Measures,Electricity,2033,17.03600,British Columbia,"Transportation"
31634,Current Measures,Electricity,2033,74.49400,British Columbia,"Commercial"
31635,Current Measures,Electricity,2033,89.59420,British Columbia,"Residential"
31638,Current Measures,Electricity,2033,144.88770,British Columbia,"Industrial"
31645,Current Measures,Electricity,2033,326.01190,British Columbia,"Total End-Use"
31686,Current Measures,Electricity,2034,18.67490,British Columbia,"Transportation"
31703,Current Measures,Electricity,2034,75.75250,British Columbia,"Commercial"
31705,Current Measures,Electricity,2034,91.19810,British Columbia,"Residential"
31708,Current Measures,Electricity,2034,146.77850,British Columbia,"Industrial"
31715,Current Measures,Electricity,2034,332.40400,British Columbia,"Total End-Use"
31757,Current Measures,Electricity,2035,20.33700,British Columbia,"Transportation"
31773,Current Measures,Electricity,2035,77.01560,British Columbia,"Commercial"
31775,Current Measures,Electricity,2035,92.76890,British Columbia,"Residential"
31778,Current Measures,Electricity,2035,148.42830,British Columbia,"Industrial"
31785,Current Measures,Electricity,2035,338.54980,British Columbia,"Total End-Use"
31828,Current Measures,Electricity,2036,21.89820,British Columbia,"Transportation"
31843,Current Measures,Electricity,2036,78.37190,British Columbia,"Commercial"
31844,Current Measures,Electricity,2036,94.27950,British Columbia,"Residential"
31848,Current Measures,Electricity,2036,149.95100,British Columbia,"Industrial"
31855,Current Measures,Electricity,2036,344.50060,British Columbia,"Total End-Use"
31899,Current Measures,Electricity,2037,23.34520,British Columbia,"Transportation"
31913,Current Measures,Electricity,2037,79.70030,British Columbia,"Commercial"
31914,Current Measures,Electricity,2037,95.71130,British Columbia,"Residential"
31918,Current Measures,Electricity,2037,151.32920,British Columbia,"Industrial"
31925,Current Measures,Electricity,2037,350.08600,British Columbia,"Total End-Use"
31969,Current Measures,Electricity,2038,24.67940,British Columbia,"Transportation"
31983,Current Measures,Electricity,2038,80.96050,British Columbia,"Commercial"
31984,Current Measures,Electricity,2038,97.06050,British Columbia,"Residential"
31988,Current Measures,Electricity,2038,152.66240,British Columbia,"Industrial"
31995,Current Measures,Electricity,2038,355.36280,British Columbia,"Total End-Use"
32040,Current Measures,Electricity,2039,25.91430,British Columbia,"Transportation"
32053,Current Measures,Electricity,2039,82.19220,British Columbia,"Commercial"
32054,Current Measures,Electricity,2039,98.31270,British Columbia,"Residential"
32058,Current Measures,Electricity,2039,154.08740,British Columbia,"Industrial"
32065,Current Measures,Electricity,2039,360.50660,British Columbia,"Total End-Use"
32110,Current Measures,Electricity,2040,27.06910,British Columbia,"Transportation"
32123,Current Measures,Electricity,2040,83.26780,British Columbia,"Commercial"
32124,Current Measures,Electricity,2040,99.52870,British Columbia,"Residential"
32128,Current Measures,Electricity,2040,155.50420,British Columbia,"Industrial"
32135,Current Measures,Electricity,2040,365.36980,British Columbia,"Total End-Use"
32180,Current Measures,Electricity,2041,28.15940,British Columbia,"Transportation"
32193,Current Measures,Electricity,2041,84.33870,British Columbia,"Commercial"
32194,Current Measures,Electricity,2041,100.74740,British Columbia,"Residential"
32198,Current Measures,Electricity,2041,156.73880,British Columbia,"Industrial"
32205,Current Measures,Electricity,2041,369.98430,British Columbia,"Total End-Use"
32250,Current Measures,Electricity,2042,29.19610,British Columbia,"Transportation"
32263,Current Measures,Electricity,2042,85.36120,British Columbia,"Commercial"
32264,Current Measures,Electricity,2042,101.93880,British Columbia,"Residential"
32268,Current Measures,Electricity,2042,157.95960,British Columbia,"Industrial"
32275,Current Measures,Electricity,2042,374.45570,British Columbia,"Total End-Use"
32320,Current Measures,Electricity,2043,30.18390,British Columbia,"Transportation"
32333,Current Measures,Electricity,2043,86.36670,British Columbia,"Commercial"
32334,Current Measures,Electricity,2043,103.11830,British Columbia,"Residential"
32337,Current Measures,Electricity,2043,159.12800,British Columbia,"Industrial"
32345,Current Measures,Electricity,2043,378.79690,British Columbia,"Total End-Use"
32391,Current Measures,Electricity,2044,31.13140,British Columbia,"Transportation"
32403,Current Measures,Electricity,2044,87.33670,British Columbia,"Commercial"
32404,Current Measures,Electricity,2044,104.28470,British Columbia,"Residential"
32407,Current Measures,Electricity,2044,160.28180,British Columbia,"Industrial"
32415,Current Measures,Electricity,2044,383.03460,British Columbia,"Total End-Use"
32461,Current Measures,Electricity,2045,32.04290,British Columbia,"Transportation"
32473,Current Measures,Electricity,2045,88.37230,British Columbia,"Commercial"
32474,Current Measures,Electricity,2045,105.45580,British Columbia,"Residential"
32477,Current Measures,Electricity,2045,161.46120,British Columbia,"Industrial"
32485,Current Measures,Electricity,2045,387.33220,British Columbia,"Total End-Use"
32531,Current Measures,Electricity,2046,32.93110,British Columbia,"Transportation"
32543,Current Measures,Electricity,2046,89.49640,British Columbia,"Commercial"
32544,Current Measures,Electricity,2046,106.63950,British Columbia,"Residential"
32547,Current Measures,Electricity,2046,162.63660,British Columbia,"Industrial"
32555,Current Measures,Electricity,2046,391.70360,British Columbia,"Total End-Use"
32601,Current Measures,Electricity,2047,33.80640,British Columbia,"Transportation"
32613,Current Measures,Electricity,2047,90.70020,British Columbia,"Commercial"
32614,Current Measures,Electricity,2047,107.83980,British Columbia,"Residential"
32617,Current Measures,Electricity,2047,163.66320,British Columbia,"Industrial"
32625,Current Measures,Electricity,2047,396.00960,British Columbia,"Total End-Use"
32671,Current Measures,Electricity,2048,34.67260,British Columbia,"Transportation"
32683,Current Measures,Electricity,2048,92.02660,British Columbia,"Commercial"
32684,Current Measures,Electricity,2048,109.08340,British Columbia,"Residential"
32687,Current Measures,Electricity,2048,164.62150,British Columbia,"Industrial"
32695,Current Measures,Electricity,2048,400.40410,British Columbia,"Total End-Use"
32742,Current Measures,Electricity,2049,35.52510,British Columbia,"Transportation"
32753,Current Measures,Electricity,2049,93.39780,British Columbia,"Commercial"
32754,Current Measures,Electricity,2049,110.35080,British Columbia,"Residential"
32757,Current Measures,Electricity,2049,165.63010,British Columbia,"Industrial"
32765,Current Measures,Electricity,2049,404.90380,British Columbia,"Total End-Use"
32813,Current Measures,Electricity,2050,36.36050,British Columbia,"Transportation"
32823,Current Measures,Electricity,2050,94.88760,British Columbia,"Commercial"
32824,Current Measures,Electricity,2050,111.64770,British Columbia,"Residential"
32827,Current Measures,Electricity,2050,166.62460,British Columbia,"Industrial"
32835,Current Measures,Electricity,2050,409.52040,British Columbia,"Total End-Use"
32856,Current Measures,Heavy Fuel Oil,2005,35.95300,British Columbia,"Transportation"
32870,Current Measures,Heavy Fuel Oil,2006,34.96500,British Columbia,"Transportation"
32884,Current Measures,Heavy Fuel Oil,2007,42.09700,British Columbia,"Transportation"
32897,Current Measures,Heavy Fuel Oil,2008,34.73600,British Columbia,"Transportation"
32912,Current Measures,Heavy Fuel Oil,2009,36.16800,British Columbia,"Transportation"
32926,Current Measures,Heavy Fuel Oil,2010,37.63700,British Columbia,"Transportation"
32940,Current Measures,Heavy Fuel Oil,2011,24.78200,British Columbia,"Transportation"
32954,Current Measures,Heavy Fuel Oil,2012,25.87400,British Columbia,"Transportation"
32968,Current Measures,Heavy Fuel Oil,2013,21.77100,British Columbia,"Transportation"
32982,Current Measures,Heavy Fuel Oil,2014,17.79800,British Columbia,"Transportation"
32995,Current Measures,Heavy Fuel Oil,2015,15.70300,British Columbia,"Transportation"
33010,Current Measures,Heavy Fuel Oil,2016,21.33750,British Columbia,"Transportation"
33024,Current Measures,Heavy Fuel Oil,2017,19.63100,British Columbia,"Transportation"
33038,Current Measures,Heavy Fuel Oil,2018,21.66970,British Columbia,"Transportation"
33051,Current Measures,Heavy Fuel Oil,2019,14.80800,British Columbia,"Transportation"
33064,Current Measures,Heavy Fuel Oil,2020,8.81570,British Columbia,"Transportation"
33078,Current Measures,Heavy Fuel Oil,2021,7.01840,British Columbia,"Transportation"
33093,Current Measures,Heavy Fuel Oil,2022,7.96820,British Columbia,"Transportation"
33107,Current Measures,Heavy Fuel Oil,2023,9.37760,British Columbia,"Transportation"
33121,Current Measures,Heavy Fuel Oil,2024,10.59960,British Columbia,"Transportation"
33135,Current Measures,Heavy Fuel Oil,2025,11.09780,British Columbia,"Transportation"
33149,Current Measures,Heavy Fuel Oil,2026,10.46830,British Columbia,"Transportation"
33163,Current Measures,Heavy Fuel Oil,2027,9.84150,British Columbia,"Transportation"
33177,Current Measures,Heavy Fuel Oil,2028,9.23030,British Columbia,"Transportation"
33191,Current Measures,Heavy Fuel Oil,2029,8.67550,British Columbia,"Transportation"
33205,Current Measures,Heavy Fuel Oil,2030,8.15770,British Columbia,"Transportation"
33219,Current Measures,Heavy Fuel Oil,2031,7.67070,British Columbia,"Transportation"
33233,Current Measures,Heavy Fuel Oil,2032,7.21260,British Columbia,"Transportation"
33247,Current Measures,Heavy Fuel Oil,2033,6.79200,British Columbia,"Transportation"
33261,Current Measures,Heavy Fuel Oil,2034,6.41410,British Columbia,"Transportation"
33275,Current Measures,Heavy Fuel Oil,2035,6.06560,British Columbia,"Transportation"
33289,Current Measures,Heavy Fuel Oil,2036,5.74260,British Columbia,"Transportation"
33303,Current Measures,Heavy Fuel Oil,2037,5.44710,British Columbia,"Transportation"
33317,Current Measures,Heavy Fuel Oil,2038,5.17490,British Columbia,"Transportation"
33331,Current Measures,Heavy Fuel Oil,2039,4.92840,British Columbia,"Transportation"
33345,Current Measures,Heavy Fuel Oil,2040,4.70880,British Columbia,"Transportation"
33359,Current Measures,Heavy Fuel Oil,2041,4.51310,British Columbia,"Transportation"
33373,Current Measures,Heavy Fuel Oil,2042,4.34010,British Columbia,"Transportation"
33387,Current Measures,Heavy Fuel Oil,2043,4.18990,British Columbia,"Transportation"
33401,Current Measures,Heavy Fuel Oil,2044,4.06170,British Columbia,"Transportation"
33415,Current Measures,Heavy Fuel Oil,2045,3.95500,British Columbia,"Transportation"
33429,Current Measures,Heavy Fuel Oil,2046,3.86830,British Columbia,"Transportation"
33443,Current Measures,Heavy Fuel Oil,2047,3.79920,British Columbia,"Transportation"
33457,Current Measures,Heavy Fuel Oil,2048,3.74570,British Columbia,"Transportation"
33471,Current Measures,Heavy Fuel Oil,2049,3.70700,British Columbia,"Transportation"
33485,Current Measures,Heavy Fuel Oil,2050,3.68080,British Columbia,"Transportation"
33493,Current Measures,Hydrogen,2005,0.00000,British Columbia,"Commercial"
33494,Current Measures,Hydrogen,2005,0.00000,British Columbia,"Industrial"
33495,Current Measures,Hydrogen,2005,0.00000,British Columbia,"Residential"
33496,Current Measures,Hydrogen,2005,0.00000,British Columbia,"Total End-Use"
33497,Current Measures,Hydrogen,2005,0.00000,British Columbia,"Transportation"
33563,Current Measures,Hydrogen,2006,0.00000,British Columbia,"Commercial"
33564,Current Measures,Hydrogen,2006,0.00000,British Columbia,"Industrial"
33565,Current Measures,Hydrogen,2006,0.00000,British Columbia,"Residential"
33566,Current Measures,Hydrogen,2006,0.00000,British Columbia,"Total End-Use"
33567,Current Measures,Hydrogen,2006,0.00000,British Columbia,"Transportation"
33633,Current Measures,Hydrogen,2007,0.00000,British Columbia,"Commercial"
33634,Current Measures,Hydrogen,2007,0.00000,British Columbia,"Industrial"
33635,Current Measures,Hydrogen,2007,0.00000,British Columbia,"Residential"
33636,Current Measures,Hydrogen,2007,0.00000,British Columbia,"Total End-Use"
33637,Current Measures,Hydrogen,2007,0.00000,British Columbia,"Transportation"
33703,Current Measures,Hydrogen,2008,0.00000,British Columbia,"Commercial"
33704,Current Measures,Hydrogen,2008,0.00000,British Columbia,"Industrial"
33705,Current Measures,Hydrogen,2008,0.00000,British Columbia,"Residential"
33706,Current Measures,Hydrogen,2008,0.00000,British Columbia,"Total End-Use"
33707,Current Measures,Hydrogen,2008,0.00000,British Columbia,"Transportation"
33773,Current Measures,Hydrogen,2009,0.00000,British Columbia,"Commercial"
33774,Current Measures,Hydrogen,2009,0.00000,British Columbia,"Industrial"
33775,Current Measures,Hydrogen,2009,0.00000,British Columbia,"Residential"
33776,Current Measures,Hydrogen,2009,0.00000,British Columbia,"Total End-Use"
33777,Current Measures,Hydrogen,2009,0.00000,British Columbia,"Transportation"
33843,Current Measures,Hydrogen,2010,0.00000,British Columbia,"Commercial"
33844,Current Measures,Hydrogen,2010,0.00000,British Columbia,"Industrial"
33845,Current Measures,Hydrogen,2010,0.00000,British Columbia,"Residential"
33846,Current Measures,Hydrogen,2010,0.00000,British Columbia,"Total End-Use"
33847,Current Measures,Hydrogen,2010,0.00000,British Columbia,"Transportation"
33913,Current Measures,Hydrogen,2011,0.00000,British Columbia,"Commercial"
33914,Current Measures,Hydrogen,2011,0.00000,British Columbia,"Industrial"
33915,Current Measures,Hydrogen,2011,0.00000,British Columbia,"Residential"
33916,Current Measures,Hydrogen,2011,0.00000,British Columbia,"Total End-Use"
33917,Current Measures,Hydrogen,2011,0.00000,British Columbia,"Transportation"
33983,Current Measures,Hydrogen,2012,0.00000,British Columbia,"Commercial"
33984,Current Measures,Hydrogen,2012,0.00000,British Columbia,"Industrial"
33985,Current Measures,Hydrogen,2012,0.00000,British Columbia,"Residential"
33986,Current Measures,Hydrogen,2012,0.00000,British Columbia,"Total End-Use"
33987,Current Measures,Hydrogen,2012,0.00000,British Columbia,"Transportation"
34053,Current Measures,Hydrogen,2013,0.00000,British Columbia,"Commercial"
34054,Current Measures,Hydrogen,2013,0.00000,British Columbia,"Industrial"
34055,Current Measures,Hydrogen,2013,0.00000,British Columbia,"Residential"
34056,Current Measures,Hydrogen,2013,0.00000,British Columbia,"Total End-Use"
34057,Current Measures,Hydrogen,2013,0.00000,British Columbia,"Transportation"
34123,Current Measures,Hydrogen,2014,0.00000,British Columbia,"Commercial"
34124,Current Measures,Hydrogen,2014,0.00000,British Columbia,"Industrial"
34125,Current Measures,Hydrogen,2014,0.00000,British Columbia,"Residential"
34126,Current Measures,Hydrogen,2014,0.00000,British Columbia,"Total End-Use"
34127,Current Measures,Hydrogen,2014,0.00000,British Columbia,"Transportation"
34193,Current Measures,Hydrogen,2015,0.00000,British Columbia,"Commercial"
34194,Current Measures,Hydrogen,2015,0.00000,British Columbia,"Industrial"
34195,Current Measures,Hydrogen,2015,0.00000,British Columbia,"Residential"
34196,Current Measures,Hydrogen,2015,0.00000,British Columbia,"Total End-Use"
34197,Current Measures,Hydrogen,2015,0.00000,British Columbia,"Transportation"
34263,Current Measures,Hydrogen,2016,0.00000,British Columbia,"Commercial"
34264,Current Measures,Hydrogen,2016,0.00000,British Columbia,"Industrial"
34265,Current Measures,Hydrogen,2016,0.00000,British Columbia,"Residential"
34266,Current Measures,Hydrogen,2016,0.00000,British Columbia,"Total End-Use"
34267,Current Measures,Hydrogen,2016,0.00000,British Columbia,"Transportation"
34333,Current Measures,Hydrogen,2017,0.00000,British Columbia,"Commercial"
34334,Current Measures,Hydrogen,2017,0.00000,British Columbia,"Industrial"
34335,Current Measures,Hydrogen,2017,0.00000,British Columbia,"Residential"
34336,Current Measures,Hydrogen,2017,0.00000,British Columbia,"Total End-Use"
34337,Current Measures,Hydrogen,2017,0.00000,British Columbia,"Transportation"
34403,Current Measures,Hydrogen,2018,0.00000,British Columbia,"Commercial"
34404,Current Measures,Hydrogen,2018,0.00000,British Columbia,"Industrial"
34405,Current Measures,Hydrogen,2018,0.00000,British Columbia,"Residential"
34406,Current Measures,Hydrogen,2018,0.00000,British Columbia,"Total End-Use"
34407,Current Measures,Hydrogen,2018,0.00000,British Columbia,"Transportation"
34473,Current Measures,Hydrogen,2019,0.00000,British Columbia,"Commercial"
34474,Current Measures,Hydrogen,2019,0.00000,British Columbia,"Industrial"
34475,Current Measures,Hydrogen,2019,0.00000,British Columbia,"Residential"
34476,Current Measures,Hydrogen,2019,0.00000,British Columbia,"Total End-Use"
34477,Current Measures,Hydrogen,2019,0.00000,British Columbia,"Transportation"
34543,Current Measures,Hydrogen,2020,0.00000,British Columbia,"Commercial"
34544,Current Measures,Hydrogen,2020,0.00000,British Columbia,"Industrial"
34545,Current Measures,Hydrogen,2020,0.00000,British Columbia,"Residential"
34546,Current Measures,Hydrogen,2020,0.00000,British Columbia,"Total End-Use"
34547,Current Measures,Hydrogen,2020,0.00000,British Columbia,"Transportation"
34609,Current Measures,Hydrogen,2021,0.00000,British Columbia,"Commercial"
34643,Current Measures,Hydrogen,2021,0.00010,British Columbia,"Transportation"
34662,Current Measures,Hydrogen,2021,0.00740,British Columbia,"Residential"
34667,Current Measures,Hydrogen,2021,0.02160,British Columbia,"Industrial"
34669,Current Measures,Hydrogen,2021,0.02910,British Columbia,"Total End-Use"
34679,Current Measures,Hydrogen,2022,0.00000,British Columbia,"Commercial"
34713,Current Measures,Hydrogen,2022,0.00010,British Columbia,"Transportation"
34732,Current Measures,Hydrogen,2022,0.00740,British Columbia,"Residential"
34738,Current Measures,Hydrogen,2022,0.02260,British Columbia,"Industrial"
34739,Current Measures,Hydrogen,2022,0.03010,British Columbia,"Total End-Use"
34749,Current Measures,Hydrogen,2023,0.00000,British Columbia,"Commercial"
34782,Current Measures,Hydrogen,2023,0.00010,British Columbia,"Transportation"
34802,Current Measures,Hydrogen,2023,0.00740,British Columbia,"Residential"
34808,Current Measures,Hydrogen,2023,0.02340,British Columbia,"Industrial"
34809,Current Measures,Hydrogen,2023,0.03090,British Columbia,"Total End-Use"
34819,Current Measures,Hydrogen,2024,0.00000,British Columbia,"Commercial"
34852,Current Measures,Hydrogen,2024,0.00010,British Columbia,"Transportation"
34870,Current Measures,Hydrogen,2024,0.00720,British Columbia,"Residential"
34875,Current Measures,Hydrogen,2024,0.02300,British Columbia,"Industrial"
34877,Current Measures,Hydrogen,2024,0.03030,British Columbia,"Total End-Use"
34889,Current Measures,Hydrogen,2025,0.00000,British Columbia,"Commercial"
34922,Current Measures,Hydrogen,2025,0.00010,British Columbia,"Transportation"
34938,Current Measures,Hydrogen,2025,0.00710,British Columbia,"Residential"
34946,Current Measures,Hydrogen,2025,0.02360,British Columbia,"Industrial"
34948,Current Measures,Hydrogen,2025,0.03080,British Columbia,"Total End-Use"
34959,Current Measures,Hydrogen,2026,0.00000,British Columbia,"Commercial"
34992,Current Measures,Hydrogen,2026,0.00010,British Columbia,"Transportation"
35008,Current Measures,Hydrogen,2026,0.00690,British Columbia,"Residential"
35016,Current Measures,Hydrogen,2026,0.02460,British Columbia,"Industrial"
35018,Current Measures,Hydrogen,2026,0.03160,British Columbia,"Total End-Use"
35029,Current Measures,Hydrogen,2027,0.00000,British Columbia,"Commercial"
35062,Current Measures,Hydrogen,2027,0.00010,British Columbia,"Transportation"
35078,Current Measures,Hydrogen,2027,0.00680,British Columbia,"Residential"
35086,Current Measures,Hydrogen,2027,0.02420,British Columbia,"Industrial"
35088,Current Measures,Hydrogen,2027,0.03110,British Columbia,"Total End-Use"
35099,Current Measures,Hydrogen,2028,0.00000,British Columbia,"Commercial"
35132,Current Measures,Hydrogen,2028,0.00010,British Columbia,"Transportation"
35148,Current Measures,Hydrogen,2028,0.00670,British Columbia,"Residential"
35156,Current Measures,Hydrogen,2028,0.02380,British Columbia,"Industrial"
35158,Current Measures,Hydrogen,2028,0.03060,British Columbia,"Total End-Use"
35169,Current Measures,Hydrogen,2029,0.00000,British Columbia,"Commercial"
35202,Current Measures,Hydrogen,2029,0.00010,British Columbia,"Transportation"
35218,Current Measures,Hydrogen,2029,0.00650,British Columbia,"Residential"
35226,Current Measures,Hydrogen,2029,0.02470,British Columbia,"Industrial"
35228,Current Measures,Hydrogen,2029,0.03130,British Columbia,"Total End-Use"
35239,Current Measures,Hydrogen,2030,0.00000,British Columbia,"Commercial"
