,scenario,variable,year,value,region,sector
4463,Canada Net-zero,Diesel,2047,26.30710,British Columbia,"Transportation"
4477,Canada Net-zero,Diesel,2048,23.79530,British Columbia,"Transportation"
4491,Canada Net-zero,Diesel,2049,21.34550,British Columbia,"Transportation"
4505,Canada Net-zero,Diesel,2050,19.15310,British Columbia,"Transportation"
4524,Canada Net-zero,Electricity,2005,0.50700,British Columbia,"Transportation"
4557,Canada Net-zero,Electricity,2005,52.68200,British Columbia,"Commercial"
4560,Canada Net-zero,Electricity,2005,63.41300,British Columbia,"Residential"
4562,Canada Net-zero,Electricity,2005,111.19650,British Columbia,"Industrial"
4570,Canada Net-zero,Electricity,2005,227.79850,British Columbia,"Total End-Use"
4594,Canada Net-zero,Electricity,2006,0.42400,British Columbia,"Transportation"
4628,Canada Net-zero,Electricity,2006,53.77380,British Columbia,"Commercial"
4630,Canada Net-zero,Electricity,2006,63.78310,British Columbia,"Residential"
4632,Canada Net-zero,Electricity,2006,100.68710,British Columbia,"Industrial"
4639,Canada Net-zero,Electricity,2006,218.66800,British Columbia,"Total End-Use"
4665,Canada Net-zero,Electricity,2007,0.51400,British Columbia,"Transportation"
4698,Canada Net-zero,Electricity,2007,54.70240,British Columbia,"Commercial"
4700,Canada Net-zero,Electricity,2007,66.11390,British Columbia,"Residential"
4702,Canada Net-zero,Electricity,2007,98.22370,British Columbia,"Industrial"
4709,Canada Net-zero,Electricity,2007,219.55400,British Columbia,"Total End-Use"
4735,Canada Net-zero,Electricity,2008,0.61100,British Columbia,"Transportation"
4768,Canada Net-zero,Electricity,2008,54.89130,British Columbia,"Commercial"
4770,Canada Net-zero,Electricity,2008,67.44240,British Columbia,"Residential"
4772,Canada Net-zero,Electricity,2008,90.91820,British Columbia,"Industrial"
4778,Canada Net-zero,Electricity,2008,213.86290,British Columbia,"Total End-Use"
4807,Canada Net-zero,Electricity,2009,0.67400,British Columbia,"Transportation"
4838,Canada Net-zero,Electricity,2009,53.94420,British Columbia,"Commercial"
4840,Canada Net-zero,Electricity,2009,69.40800,British Columbia,"Residential"
4842,Canada Net-zero,Electricity,2009,90.61990,British Columbia,"Industrial"
4848,Canada Net-zero,Electricity,2009,214.64610,British Columbia,"Total End-Use"
4879,Canada Net-zero,Electricity,2010,0.77400,British Columbia,"Transportation"
4908,Canada Net-zero,Electricity,2010,53.97120,British Columbia,"Commercial"
4909,Canada Net-zero,Electricity,2010,67.61520,British Columbia,"Residential"
4912,Canada Net-zero,Electricity,2010,87.89410,British Columbia,"Industrial"
4918,Canada Net-zero,Electricity,2010,210.25450,British Columbia,"Total End-Use"
4949,Canada Net-zero,Electricity,2011,0.73400,British Columbia,"Transportation"
4978,Canada Net-zero,Electricity,2011,54.50250,British Columbia,"Commercial"
4979,Canada Net-zero,Electricity,2011,70.47360,British Columbia,"Residential"
4982,Canada Net-zero,Electricity,2011,84.76390,British Columbia,"Industrial"
4988,Canada Net-zero,Electricity,2011,210.47400,British Columbia,"Total End-Use"
5019,Canada Net-zero,Electricity,2012,0.79700,British Columbia,"Transportation"
5048,Canada Net-zero,Electricity,2012,55.08970,British Columbia,"Commercial"
5049,Canada Net-zero,Electricity,2012,68.53680,British Columbia,"Residential"
5052,Canada Net-zero,Electricity,2012,84.77650,British Columbia,"Industrial"
5058,Canada Net-zero,Electricity,2012,209.20000,British Columbia,"Total End-Use"
5089,Canada Net-zero,Electricity,2013,0.75600,British Columbia,"Transportation"
5117,Canada Net-zero,Electricity,2013,53.35570,British Columbia,"Commercial"
5119,Canada Net-zero,Electricity,2013,69.62030,British Columbia,"Residential"
5122,Canada Net-zero,Electricity,2013,85.64710,British Columbia,"Industrial"
5128,Canada Net-zero,Electricity,2013,209.37910,British Columbia,"Total End-Use"
5159,Canada Net-zero,Electricity,2014,0.82000,British Columbia,"Transportation"
5187,Canada Net-zero,Electricity,2014,53.59110,British Columbia,"Commercial"
5189,Canada Net-zero,Electricity,2014,68.58360,British Columbia,"Residential"
5192,Canada Net-zero,Electricity,2014,81.08960,British Columbia,"Industrial"
5198,Canada Net-zero,Electricity,2014,204.08430,British Columbia,"Total End-Use"
5228,Canada Net-zero,Electricity,2015,0.73300,British Columbia,"Transportation"
5257,Canada Net-zero,Electricity,2015,53.95150,British Columbia,"Commercial"
5259,Canada Net-zero,Electricity,2015,66.03840,British Columbia,"Residential"
5261,Canada Net-zero,Electricity,2015,78.72500,British Columbia,"Industrial"
5268,Canada Net-zero,Electricity,2015,199.44790,British Columbia,"Total End-Use"
5296,Canada Net-zero,Electricity,2016,0.74300,British Columbia,"Transportation"
5327,Canada Net-zero,Electricity,2016,53.48350,British Columbia,"Commercial"
5329,Canada Net-zero,Electricity,2016,67.29480,British Columbia,"Residential"
5332,Canada Net-zero,Electricity,2016,93.44020,British Columbia,"Industrial"
5338,Canada Net-zero,Electricity,2016,214.96150,British Columbia,"Total End-Use"
5367,Canada Net-zero,Electricity,2017,0.76200,British Columbia,"Transportation"
5397,Canada Net-zero,Electricity,2017,54.12300,British Columbia,"Commercial"
5399,Canada Net-zero,Electricity,2017,71.16840,British Columbia,"Residential"
5402,Canada Net-zero,Electricity,2017,91.99660,British Columbia,"Industrial"
5408,Canada Net-zero,Electricity,2017,218.05000,British Columbia,"Total End-Use"
5437,Canada Net-zero,Electricity,2018,0.76300,British Columbia,"Transportation"
5467,Canada Net-zero,Electricity,2018,54.25920,British Columbia,"Commercial"
5469,Canada Net-zero,Electricity,2018,69.06960,British Columbia,"Residential"
5472,Canada Net-zero,Electricity,2018,92.97140,British Columbia,"Industrial"
5478,Canada Net-zero,Electricity,2018,217.06320,British Columbia,"Total End-Use"
5507,Canada Net-zero,Electricity,2019,0.77890,British Columbia,"Transportation"
5537,Canada Net-zero,Electricity,2019,54.41510,British Columbia,"Commercial"
5539,Canada Net-zero,Electricity,2019,67.22280,British Columbia,"Residential"
5542,Canada Net-zero,Electricity,2019,93.32310,British Columbia,"Industrial"
5548,Canada Net-zero,Electricity,2019,215.73990,British Columbia,"Total End-Use"
5574,Canada Net-zero,Electricity,2020,0.63250,British Columbia,"Transportation"
5607,Canada Net-zero,Electricity,2020,52.05340,British Columbia,"Commercial"
5609,Canada Net-zero,Electricity,2020,72.57600,British Columbia,"Residential"
5612,Canada Net-zero,Electricity,2020,83.75150,British Columbia,"Industrial"
5618,Canada Net-zero,Electricity,2020,209.01340,British Columbia,"Total End-Use"
5644,Canada Net-zero,Electricity,2021,0.67450,British Columbia,"Transportation"
5677,Canada Net-zero,Electricity,2021,53.03040,British Columbia,"Commercial"
5679,Canada Net-zero,Electricity,2021,65.72710,British Columbia,"Residential"
5682,Canada Net-zero,Electricity,2021,88.71660,British Columbia,"Industrial"
5688,Canada Net-zero,Electricity,2021,208.14860,British Columbia,"Total End-Use"
5719,Canada Net-zero,Electricity,2022,1.05730,British Columbia,"Transportation"
5747,Canada Net-zero,Electricity,2022,57.04890,British Columbia,"Commercial"
5749,Canada Net-zero,Electricity,2022,70.39260,British Columbia,"Residential"
5752,Canada Net-zero,Electricity,2022,93.62930,British Columbia,"Industrial"
5758,Canada Net-zero,Electricity,2022,222.12810,British Columbia,"Total End-Use"
5790,Canada Net-zero,Electricity,2023,2.20830,British Columbia,"Transportation"
5817,Canada Net-zero,Electricity,2023,59.40900,British Columbia,"Commercial"
5819,Canada Net-zero,Electricity,2023,73.57430,British Columbia,"Residential"
5822,Canada Net-zero,Electricity,2023,100.61210,British Columbia,"Industrial"
5828,Canada Net-zero,Electricity,2023,235.80370,British Columbia,"Total End-Use"
5863,Canada Net-zero,Electricity,2024,3.74840,British Columbia,"Transportation"
5887,Canada Net-zero,Electricity,2024,61.12670,British Columbia,"Commercial"
5889,Canada Net-zero,Electricity,2024,75.48160,British Columbia,"Residential"
5892,Canada Net-zero,Electricity,2024,104.01880,British Columbia,"Industrial"
5898,Canada Net-zero,Electricity,2024,244.37550,British Columbia,"Total End-Use"
5933,Canada Net-zero,Electricity,2025,5.62890,British Columbia,"Transportation"
5957,Canada Net-zero,Electricity,2025,62.69150,British Columbia,"Commercial"
5959,Canada Net-zero,Electricity,2025,77.36360,British Columbia,"Residential"
5962,Canada Net-zero,Electricity,2025,108.46940,British Columbia,"Industrial"
5968,Canada Net-zero,Electricity,2025,254.15340,British Columbia,"Total End-Use"
6004,Canada Net-zero,Electricity,2026,8.26520,British Columbia,"Transportation"
6027,Canada Net-zero,Electricity,2026,64.45500,British Columbia,"Commercial"
6029,Canada Net-zero,Electricity,2026,79.09520,British Columbia,"Residential"
6032,Canada Net-zero,Electricity,2026,112.20630,British Columbia,"Industrial"
6038,Canada Net-zero,Electricity,2026,264.02170,British Columbia,"Total End-Use"
6076,Canada Net-zero,Electricity,2027,11.77150,British Columbia,"Transportation"
6097,Canada Net-zero,Electricity,2027,66.30220,British Columbia,"Commercial"
6099,Canada Net-zero,Electricity,2027,80.70030,British Columbia,"Residential"
6102,Canada Net-zero,Electricity,2027,114.41290,British Columbia,"Industrial"
6109,Canada Net-zero,Electricity,2027,273.18690,British Columbia,"Total End-Use"
6148,Canada Net-zero,Electricity,2028,15.63140,British Columbia,"Transportation"
6166,Canada Net-zero,Electricity,2028,67.79680,British Columbia,"Commercial"
6168,Canada Net-zero,Electricity,2028,82.20620,British Columbia,"Residential"
6172,Canada Net-zero,Electricity,2028,118.71442,British Columbia,"Industrial"
6179,Canada Net-zero,Electricity,2028,284.34882,British Columbia,"Total End-Use"
6222,Canada Net-zero,Electricity,2029,19.93790,British Columbia,"Transportation"
6236,Canada Net-zero,Electricity,2029,69.13240,British Columbia,"Commercial"
6238,Canada Net-zero,Electricity,2029,83.59440,British Columbia,"Residential"
6242,Canada Net-zero,Electricity,2029,131.27163,British Columbia,"Industrial"
6249,Canada Net-zero,Electricity,2029,303.93633,British Columbia,"Total End-Use"
6293,Canada Net-zero,Electricity,2030,24.26940,British Columbia,"Transportation"
6306,Canada Net-zero,Electricity,2030,70.32820,British Columbia,"Commercial"
6308,Canada Net-zero,Electricity,2030,84.93240,British Columbia,"Residential"
6311,Canada Net-zero,Electricity,2030,142.12021,British Columbia,"Industrial"
6319,Canada Net-zero,Electricity,2030,321.65021,British Columbia,"Total End-Use"
6365,Canada Net-zero,Electricity,2031,28.68250,British Columbia,"Transportation"
6376,Canada Net-zero,Electricity,2031,71.71190,British Columbia,"Commercial"
6378,Canada Net-zero,Electricity,2031,86.64020,British Columbia,"Residential"
6381,Canada Net-zero,Electricity,2031,144.73536,British Columbia,"Industrial"
6389,Canada Net-zero,Electricity,2031,331.76996,British Columbia,"Total End-Use"
6436,Canada Net-zero,Electricity,2032,33.21360,British Columbia,"Transportation"
6445,Canada Net-zero,Electricity,2032,73.24360,British Columbia,"Commercial"
6448,Canada Net-zero,Electricity,2032,88.35260,British Columbia,"Residential"
6451,Canada Net-zero,Electricity,2032,146.54890,British Columbia,"Industrial"
6459,Canada Net-zero,Electricity,2032,341.35870,British Columbia,"Total End-Use"
6506,Canada Net-zero,Electricity,2033,37.64170,British Columbia,"Transportation"
6515,Canada Net-zero,Electricity,2033,74.59740,British Columbia,"Commercial"
6517,Canada Net-zero,Electricity,2033,89.98880,British Columbia,"Residential"
6521,Canada Net-zero,Electricity,2033,147.91712,British Columbia,"Industrial"
6529,Canada Net-zero,Electricity,2033,350.14502,British Columbia,"Total End-Use"
6577,Canada Net-zero,Electricity,2034,42.15000,British Columbia,"Transportation"
6585,Canada Net-zero,Electricity,2034,75.97970,British Columbia,"Commercial"
6587,Canada Net-zero,Electricity,2034,91.57340,British Columbia,"Residential"
6591,Canada Net-zero,Electricity,2034,149.02973,British Columbia,"Industrial"
6599,Canada Net-zero,Electricity,2034,358.73283,British Columbia,"Total End-Use"
6647,Canada Net-zero,Electricity,2035,46.26820,British Columbia,"Transportation"
6655,Canada Net-zero,Electricity,2035,77.29080,British Columbia,"Commercial"
6657,Canada Net-zero,Electricity,2035,93.10470,British Columbia,"Residential"
6661,Canada Net-zero,Electricity,2035,149.92735,British Columbia,"Industrial"
6669,Canada Net-zero,Electricity,2035,366.59105,British Columbia,"Total End-Use"
6718,Canada Net-zero,Electricity,2036,51.39920,British Columbia,"Transportation"
6725,Canada Net-zero,Electricity,2036,78.56200,British Columbia,"Commercial"
6727,Canada Net-zero,Electricity,2036,94.57790,British Columbia,"Residential"
6731,Canada Net-zero,Electricity,2036,150.90456,British Columbia,"Industrial"
6738,Canada Net-zero,Electricity,2036,375.44366,British Columbia,"Total End-Use"
6788,Canada Net-zero,Electricity,2037,56.59650,British Columbia,"Transportation"
6795,Canada Net-zero,Electricity,2037,79.80590,British Columbia,"Commercial"
6797,Canada Net-zero,Electricity,2037,96.03060,British Columbia,"Residential"
6800,Canada Net-zero,Electricity,2037,152.15016,British Columbia,"Industrial"
6808,Canada Net-zero,Electricity,2037,384.58316,British Columbia,"Total End-Use"
6860,Canada Net-zero,Electricity,2038,61.74020,British Columbia,"Transportation"
6864,Canada Net-zero,Electricity,2038,80.97570,British Columbia,"Commercial"
6867,Canada Net-zero,Electricity,2038,97.46280,British Columbia,"Residential"
6870,Canada Net-zero,Electricity,2038,153.32899,British Columbia,"Industrial"
6879,Canada Net-zero,Electricity,2038,393.50769,British Columbia,"Total End-Use"
6930,Canada Net-zero,Electricity,2039,66.87040,British Columbia,"Transportation"
6934,Canada Net-zero,Electricity,2039,82.07400,British Columbia,"Commercial"
6937,Canada Net-zero,Electricity,2039,98.87350,British Columbia,"Residential"
6940,Canada Net-zero,Electricity,2039,154.77687,British Columbia,"Industrial"
6949,Canada Net-zero,Electricity,2039,402.59477,British Columbia,"Total End-Use"
7002,Canada Net-zero,Electricity,2040,72.07800,British Columbia,"Transportation"
7003,Canada Net-zero,Electricity,2040,83.10170,British Columbia,"Commercial"
7007,Canada Net-zero,Electricity,2040,100.25830,British Columbia,"Residential"
7010,Canada Net-zero,Electricity,2040,155.72607,British Columbia,"Industrial"
7019,Canada Net-zero,Electricity,2040,411.16407,British Columbia,"Total End-Use"
7072,Canada Net-zero,Electricity,2041,77.35640,British Columbia,"Transportation"
7073,Canada Net-zero,Electricity,2041,84.05360,British Columbia,"Commercial"
7076,Canada Net-zero,Electricity,2041,101.65620,British Columbia,"Residential"
7079,Canada Net-zero,Electricity,2041,157.97048,British Columbia,"Industrial"
7089,Canada Net-zero,Electricity,2041,421.03668,British Columbia,"Total End-Use"
7142,Canada Net-zero,Electricity,2042,82.49670,British Columbia,"Transportation"
7143,Canada Net-zero,Electricity,2042,84.97730,British Columbia,"Commercial"
7146,Canada Net-zero,Electricity,2042,103.05660,British Columbia,"Residential"
7149,Canada Net-zero,Electricity,2042,160.17277,British Columbia,"Industrial"
7159,Canada Net-zero,Electricity,2042,430.70337,British Columbia,"Total End-Use"
7212,Canada Net-zero,Electricity,2043,85.91850,British Columbia,"Commercial"
7213,Canada Net-zero,Electricity,2043,87.52160,British Columbia,"Transportation"
7216,Canada Net-zero,Electricity,2043,104.45660,British Columbia,"Residential"
7219,Canada Net-zero,Electricity,2043,164.64841,British Columbia,"Industrial"
7229,Canada Net-zero,Electricity,2043,442.54511,British Columbia,"Total End-Use"
7282,Canada Net-zero,Electricity,2044,86.76600,British Columbia,"Commercial"
7283,Canada Net-zero,Electricity,2044,92.38970,British Columbia,"Transportation"
7286,Canada Net-zero,Electricity,2044,105.85620,British Columbia,"Residential"
7289,Canada Net-zero,Electricity,2044,169.65375,British Columbia,"Industrial"
7299,Canada Net-zero,Electricity,2044,454.66565,British Columbia,"Total End-Use"
7352,Canada Net-zero,Electricity,2045,87.62480,British Columbia,"Commercial"
7353,Canada Net-zero,Electricity,2045,97.15940,British Columbia,"Transportation"
7355,Canada Net-zero,Electricity,2045,107.27430,British Columbia,"Residential"
7359,Canada Net-zero,Electricity,2045,175.26743,British Columbia,"Industrial"
7369,Canada Net-zero,Electricity,2045,467.32593,British Columbia,"Total End-Use"
7422,Canada Net-zero,Electricity,2046,88.53950,British Columbia,"Commercial"
7423,Canada Net-zero,Electricity,2046,101.73880,British Columbia,"Transportation"
7425,Canada Net-zero,Electricity,2046,108.69900,British Columbia,"Residential"
7429,Canada Net-zero,Electricity,2046,181.09205,British Columbia,"Industrial"
7439,Canada Net-zero,Electricity,2046,480.06935,British Columbia,"Total End-Use"
7492,Canada Net-zero,Electricity,2047,89.46600,British Columbia,"Commercial"
7493,Canada Net-zero,Electricity,2047,106.03290,British Columbia,"Transportation"
7495,Canada Net-zero,Electricity,2047,110.14580,British Columbia,"Residential"
7499,Canada Net-zero,Electricity,2047,187.36407,British Columbia,"Industrial"
7509,Canada Net-zero,Electricity,2047,493.00877,British Columbia,"Total End-Use"
7562,Canada Net-zero,Electricity,2048,90.44000,British Columbia,"Commercial"
7563,Canada Net-zero,Electricity,2048,110.19160,British Columbia,"Transportation"
7565,Canada Net-zero,Electricity,2048,111.62310,British Columbia,"Residential"
7570,Canada Net-zero,Electricity,2048,194.10492,British Columbia,"Industrial"
7579,Canada Net-zero,Electricity,2048,506.35962,British Columbia,"Total End-Use"
7632,Canada Net-zero,Electricity,2049,91.42740,British Columbia,"Commercial"
7634,Canada Net-zero,Electricity,2049,113.11860,British Columbia,"Residential"
7635,Canada Net-zero,Electricity,2049,114.12120,British Columbia,"Transportation"
7641,Canada Net-zero,Electricity,2049,201.34067,British Columbia,"Industrial"
7649,Canada Net-zero,Electricity,2049,520.00787,British Columbia,"Total End-Use"
7702,Canada Net-zero,Electricity,2050,92.45810,British Columbia,"Commercial"
7704,Canada Net-zero,Electricity,2050,114.62500,British Columbia,"Residential"
7705,Canada Net-zero,Electricity,2050,117.87490,British Columbia,"Transportation"
7711,Canada Net-zero,Electricity,2050,209.00981,British Columbia,"Industrial"
7719,Canada Net-zero,Electricity,2050,533.96781,British Columbia,"Total End-Use"
7740,Canada Net-zero,Heavy Fuel Oil,2005,35.95300,British Columbia,"Transportation"
7754,Canada Net-zero,Heavy Fuel Oil,2006,34.96500,British Columbia,"Transportation"
7768,Canada Net-zero,Heavy Fuel Oil,2007,42.09700,British Columbia,"Transportation"
7781,Canada Net-zero,Heavy Fuel Oil,2008,34.73600,British Columbia,"Transportation"
7796,Canada Net-zero,Heavy Fuel Oil,2009,36.16800,British Columbia,"Transportation"
7810,Canada Net-zero,Heavy Fuel Oil,2010,37.63700,British Columbia,"Transportation"
7824,Canada Net-zero,Heavy Fuel Oil,2011,24.78200,British Columbia,"Transportation"
7838,Canada Net-zero,Heavy Fuel Oil,2012,25.87400,British Columbia,"Transportation"
7852,Canada Net-zero,Heavy Fuel Oil,2013,21.77100,British Columbia,"Transportation"
7866,Canada Net-zero,Heavy Fuel Oil,2014,17.79800,British Columbia,"Transportation"
7879,Canada Net-zero,Heavy Fuel Oil,2015,15.70300,British Columbia,"Transportation"
7894,Canada Net-zero,Heavy Fuel Oil,2016,21.33750,British Columbia,"Transportation"
7908,Canada Net-zero,Heavy Fuel Oil,2017,19.63100,British Columbia,"Transportation"
7922,Canada Net-zero,Heavy Fuel Oil,2018,21.66970,British Columbia,"Transportation"
7935,Canada Net-zero,Heavy Fuel Oil,2019,14.80800,British Columbia,"Transportation"
7948,Canada Net-zero,Heavy Fuel Oil,2020,8.81570,British Columbia,"Transportation"
7962,Canada Net-zero,Heavy Fuel Oil,2021,7.01840,British Columbia,"Transportation"
7977,Canada Net-zero,Heavy Fuel Oil,2022,7.96820,British Columbia,"Transportation"
7991,Canada Net-zero,Heavy Fuel Oil,2023,9.37110,British Columbia,"Transportation"
8005,Canada Net-zero,Heavy Fuel Oil,2024,10.58960,British Columbia,"Transportation"
8019,Canada Net-zero,Heavy Fuel Oil,2025,11.09160,British Columbia,"Transportation"
8033,Canada Net-zero,Heavy Fuel Oil,2026,10.46430,British Columbia,"Transportation"
8047,Canada Net-zero,Heavy Fuel Oil,2027,9.84360,British Columbia,"Transportation"
8061,Canada Net-zero,Heavy Fuel Oil,2028,9.24000,British Columbia,"Transportation"
8075,Canada Net-zero,Heavy Fuel Oil,2029,8.69270,British Columbia,"Transportation"
8089,Canada Net-zero,Heavy Fuel Oil,2030,8.13980,British Columbia,"Transportation"
8103,Canada Net-zero,Heavy Fuel Oil,2031,7.61500,British Columbia,"Transportation"
8117,Canada Net-zero,Heavy Fuel Oil,2032,7.08300,British Columbia,"Transportation"
8131,Canada Net-zero,Heavy Fuel Oil,2033,6.57970,British Columbia,"Transportation"
8145,Canada Net-zero,Heavy Fuel Oil,2034,6.11590,British Columbia,"Transportation"
8159,Canada Net-zero,Heavy Fuel Oil,2035,5.68930,British Columbia,"Transportation"
8173,Canada Net-zero,Heavy Fuel Oil,2036,5.29430,British Columbia,"Transportation"
8187,Canada Net-zero,Heavy Fuel Oil,2037,4.93500,British Columbia,"Transportation"
8201,Canada Net-zero,Heavy Fuel Oil,2038,4.60450,British Columbia,"Transportation"
8215,Canada Net-zero,Heavy Fuel Oil,2039,4.30290,British Columbia,"Transportation"
8229,Canada Net-zero,Heavy Fuel Oil,2040,4.03030,British Columbia,"Transportation"
8243,Canada Net-zero,Heavy Fuel Oil,2041,3.67680,British Columbia,"Transportation"
8257,Canada Net-zero,Heavy Fuel Oil,2042,3.35530,British Columbia,"Transportation"
8271,Canada Net-zero,Heavy Fuel Oil,2043,3.06330,British Columbia,"Transportation"
8285,Canada Net-zero,Heavy Fuel Oil,2044,2.79790,British Columbia,"Transportation"
8299,Canada Net-zero,Heavy Fuel Oil,2045,2.55640,British Columbia,"Transportation"
8313,Canada Net-zero,Heavy Fuel Oil,2046,2.33600,British Columbia,"Transportation"
8327,Canada Net-zero,Heavy Fuel Oil,2047,2.13310,British Columbia,"Transportation"
8341,Canada Net-zero,Heavy Fuel Oil,2048,1.94400,British Columbia,"Transportation"
8355,Canada Net-zero,Heavy Fuel Oil,2049,1.76740,British Columbia,"Transportation"
8369,Canada Net-zero,Heavy Fuel Oil,2050,1.60140,British Columbia,"Transportation"
8377,Canada Net-zero,Hydrogen,2005,0.00000,British Columbia,"Commercial"
8378,Canada Net-zero,Hydrogen,2005,0.00000,British Columbia,"Industrial"
8379,Canada Net-zero,Hydrogen,2005,0.00000,British Columbia,"Residential"
8380,Canada Net-zero,Hydrogen,2005,0.00000,British Columbia,"Total End-Use"
8381,Canada Net-zero,Hydrogen,2005,0.00000,British Columbia,"Transportation"
8447,Canada Net-zero,Hydrogen,2006,0.00000,British Columbia,"Commercial"
8448,Canada Net-zero,Hydrogen,2006,0.00000,British Columbia,"Industrial"
8449,Canada Net-zero,Hydrogen,2006,0.00000,British Columbia,"Residential"
8450,Canada Net-zero,Hydrogen,2006,0.00000,British Columbia,"Total End-Use"
8451,Canada Net-zero,Hydrogen,2006,0.00000,British Columbia,"Transportation"
8517,Canada Net-zero,Hydrogen,2007,0.00000,British Columbia,"Commercial"
8518,Canada Net-zero,Hydrogen,2007,0.00000,British Columbia,"Industrial"
8519,Canada Net-zero,Hydrogen,2007,0.00000,British Columbia,"Residential"
8520,Canada Net-zero,Hydrogen,2007,0.00000,British Columbia,"Total End-Use"
8521,Canada Net-zero,Hydrogen,2007,0.00000,British Columbia,"Transportation"
8587,Canada Net-zero,Hydrogen,2008,0.00000,British Columbia,"Commercial"
8588,Canada Net-zero,Hydrogen,2008,0.00000,British Columbia,"Industrial"
8589,Canada Net-zero,Hydrogen,2008,0.00000,British Columbia,"Residential"
8590,Canada Net-zero,Hydrogen,2008,0.00000,British Columbia,"Total End-Use"
8591,Canada Net-zero,Hydrogen,2008,0.00000,British Columbia,"Transportation"
8657,Canada Net-zero,Hydrogen,2009,0.00000,British Columbia,"Commercial"
8658,Canada Net-zero,Hydrogen,2009,0.00000,British Columbia,"Industrial"
8659,Canada Net-zero,Hydrogen,2009,0.00000,British Columbia,"Residential"
8660,Canada Net-zero,Hydrogen,2009,0.00000,British Columbia,"Total End-Use"
8661,Canada Net-zero,Hydrogen,2009,0.00000,British Columbia,"Transportation"
8727,Canada Net-zero,Hydrogen,2010,0.00000,British Columbia,"Commercial"
8728,Canada Net-zero,Hydrogen,2010,0.00000,British Columbia,"Industrial"
8729,Canada Net-zero,Hydrogen,2010,0.00000,British Columbia,"Residential"
8730,Canada Net-zero,Hydrogen,2010,0.00000,British Columbia,"Total End-Use"
8731,Canada Net-zero,Hydrogen,2010,0.00000,British Columbia,"Transportation"
8797,Canada Net-zero,Hydrogen,2011,0.00000,British Columbia,"Commercial"
8798,Canada Net-zero,Hydrogen,2011,0.00000,British Columbia,"Industrial"
8799,Canada Net-zero,Hydrogen,2011,0.00000,British Columbia,"Residential"
8800,Canada Net-zero,Hydrogen,2011,0.00000,British Columbia,"Total End-Use"
8801,Canada Net-zero,Hydrogen,2011,0.00000,British Columbia,"Transportation"
8867,Canada Net-zero,Hydrogen,2012,0.00000,British Columbia,"Commercial"
8868,Canada Net-zero,Hydrogen,2012,0.00000,British Columbia,"Industrial"
8869,Canada Net-zero,Hydrogen,2012,0.00000,British Columbia,"Residential"
8870,Canada Net-zero,Hydrogen,2012,0.00000,British Columbia,"Total End-Use"
8871,Canada Net-zero,Hydrogen,2012,0.00000,British Columbia,"Transportation"
8937,Canada Net-zero,Hydrogen,2013,0.00000,British Columbia,"Commercial"
8938,Canada Net-zero,Hydrogen,2013,0.00000,British Columbia,"Industrial"
8939,Canada Net-zero,Hydrogen,2013,0.00000,British Columbia,"Residential"
8940,Canada Net-zero,Hydrogen,2013,0.00000,British Columbia,"Total End-Use"
8941,Canada Net-zero,Hydrogen,2013,0.00000,British Columbia,"Transportation"
9007,Canada Net-zero,Hydrogen,2014,0.00000,British Columbia,"Commercial"
9008,Canada Net-zero,Hydrogen,2014,0.00000,British Columbia,"Industrial"
9009,Canada Net-zero,Hydrogen,2014,0.00000,British Columbia,"Residential"
9010,Canada Net-zero,Hydrogen,2014,0.00000,British Columbia,"Total End-Use"
9011,Canada Net-zero,Hydrogen,2014,0.00000,British Columbia,"Transportation"
9077,Canada Net-zero,Hydrogen,2015,0.00000,British Columbia,"Commercial"
9078,Canada Net-zero,Hydrogen,2015,0.00000,British Columbia,"Industrial"
9079,Canada Net-zero,Hydrogen,2015,0.00000,British Columbia,"Residential"
9080,Canada Net-zero,Hydrogen,2015,0.00000,British Columbia,"Total End-Use"
9081,Canada Net-zero,Hydrogen,2015,0.00000,British Columbia,"Transportation"
9147,Canada Net-zero,Hydrogen,2016,0.00000,British Columbia,"Commercial"
9148,Canada Net-zero,Hydrogen,2016,0.00000,British Columbia,"Industrial"
9149,Canada Net-zero,Hydrogen,2016,0.00000,British Columbia,"Residential"
9150,Canada Net-zero,Hydrogen,2016,0.00000,British Columbia,"Total End-Use"
9151,Canada Net-zero,Hydrogen,2016,0.00000,British Columbia,"Transportation"
9217,Canada Net-zero,Hydrogen,2017,0.00000,British Columbia,"Commercial"
9218,Canada Net-zero,Hydrogen,2017,0.00000,British Columbia,"Industrial"
9219,Canada Net-zero,Hydrogen,2017,0.00000,British Columbia,"Residential"
9220,Canada Net-zero,Hydrogen,2017,0.00000,British Columbia,"Total End-Use"
9221,Canada Net-zero,Hydrogen,2017,0.00000,British Columbia,"Transportation"
9287,Canada Net-zero,Hydrogen,2018,0.00000,British Columbia,"Commercial"
9288,Canada Net-zero,Hydrogen,2018,0.00000,British Columbia,"Industrial"
9289,Canada Net-zero,Hydrogen,2018,0.00000,British Columbia,"Residential"
9290,Canada Net-zero,Hydrogen,2018,0.00000,British Columbia,"Total End-Use"
9291,Canada Net-zero,Hydrogen,2018,0.00000,British Columbia,"Transportation"
9357,Canada Net-zero,Hydrogen,2019,0.00000,British Columbia,"Commercial"
9358,Canada Net-zero,Hydrogen,2019,0.00000,British Columbia,"Industrial"
9359,Canada Net-zero,Hydrogen,2019,0.00000,British Columbia,"Residential"
9360,Canada Net-zero,Hydrogen,2019,0.00000,British Columbia,"Total End-Use"
