"Scenario","Region","Variable","Year","Value","Sector"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2039","0.000000","Transportation"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2040","0.010900","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2040","12.227100","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2040","0.012400","Residential"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2040","12.250400","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2040","0.000000","Transportation"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2041","0.011700","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2041","11.351700","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2041","0.013100","Residential"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2041","11.376500","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2041","0.000000","Transportation"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2042","0.012500","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2042","9.836600","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2042","0.013700","Residential"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2042","9.862800","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2042","0.000000","Transportation"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2043","0.013300","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2043","8.560400","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2043","0.014400","Residential"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2043","8.588100","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2043","0.000000","Transportation"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2044","0.013900","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2044","7.998200","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2044","0.015000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2044","8.027100","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2044","0.000000","Transportation"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2045","0.014600","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2045","7.211200","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2045","0.015700","Residential"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2045","7.241500","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2045","0.000000","Transportation"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2046","0.014900","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2046","6.248300","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2046","0.016300","Residential"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2046","6.279500","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2046","0.000000","Transportation"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2047","0.015500","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2047","5.317700","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2047","0.017000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2047","5.350200","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2047","0.000000","Transportation"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2048","0.016000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2048","2.503800","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2048","0.017600","Residential"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2048","2.537400","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2048","0.000000","Transportation"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2049","0.016300","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2049","1.761800","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2049","0.018200","Residential"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2049","1.796300","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2049","0.000000","Transportation"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2050","0.016400","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2050","1.222300","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2050","0.018700","Residential"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2050","1.257400","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Natural Gas","2050","0.000000","Transportation"
"Canada Net-zero","Newfoundland and Labrador","Other","2005","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2005","3.106000","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2005","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2005","3.106000","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2006","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2006","3.592000","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2006","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2006","3.592000","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2007","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2007","1.643000","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2007","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2007","1.643000","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2008","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2008","3.497000","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2008","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2008","3.497000","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2009","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2009","5.016000","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2009","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2009","5.016000","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2010","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2010","5.016000","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2010","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2010","5.016000","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2011","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2011","4.036000","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2011","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2011","4.036000","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2012","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2012","3.979000","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2012","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2012","3.979000","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2013","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2013","1.828000","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2013","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2013","1.828000","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2014","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2014","4.216600","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2014","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2014","4.216600","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2015","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2015","0.144000","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2015","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2015","0.144000","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2016","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2016","0.144000","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2016","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2016","0.144000","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2017","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2017","0.150000","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2017","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2017","0.150000","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2018","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2018","2.225600","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2018","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2018","2.225600","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2019","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2019","2.736500","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2019","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2019","2.736500","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2020","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2020","2.126800","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2020","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2020","2.126800","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2021","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2021","2.538800","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2021","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2021","2.538800","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2022","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2022","2.793400","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2022","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2022","2.793400","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2023","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2023","2.005900","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2023","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2023","2.005900","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2024","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2024","1.830300","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2024","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2024","1.830300","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2025","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2025","1.676300","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2025","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2025","1.676300","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2026","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2026","1.470000","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2026","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2026","1.470000","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2027","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2027","1.347300","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2027","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2027","1.347300","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2028","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2028","1.199200","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2028","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2028","1.199200","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2029","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2029","1.088200","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2029","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2029","1.088200","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2030","0.000000","Commercial"
"Canada Net-zero","Newfoundland and Labrador","Other","2030","0.985300","Industrial"
"Canada Net-zero","Newfoundland and Labrador","Other","2030","0.000000","Residential"
"Canada Net-zero","Newfoundland and Labrador","Other","2030","0.985300","Total End-Use"
"Canada Net-zero","Newfoundland and Labrador","Other","2031","0.000000","Commercial"
