REGION,TECHNOLOGY,TIMESLICE,YEAR,VALUE
REGION1,PWRHYDB02,5,2040,0.6480165310318824
REGION1,PWRHYDB02,6,2040,0.667366555
REGION1,PWRHYDB02,7,2040,0.6704279728488056
REGION1,PWRHYDB02,8,2040,0.64096745
REGION1,PWRHYDB02,1,2041,0.4053948334921724
REGION1,PWRHYDB02,2,2041,0.4917450305676871
REGION1,PWRHYDB02,3,2041,0.5351707530052431
REGION1,PWRHYDB02,4,2041,0.4437127009031176
REGION1,PWRHYDB02,5,2041,0.6480165310318824
REGION1,PWRHYDB02,6,2041,0.667366555
REGION1,PWRHYDB02,7,2041,0.6704279728488056
REGION1,PWRHYDB02,8,2041,0.64096745
REGION1,PWRHYDB02,1,2042,0.4053948334921724
REGION1,PWRHYDB02,2,2042,0.4917450305676871
REGION1,PWRHYDB02,3,2042,0.5351707530052431
REGION1,PWRHYDB02,4,2042,0.4437127009031176
REGION1,PWRHYDB02,5,2042,0.6480165310318824
REGION1,PWRHYDB02,6,2042,0.667366555
REGION1,PWRHYDB02,7,2042,0.6704279728488056
REGION1,PWRHYDB02,8,2042,0.64096745
REGION1,PWRHYDB02,1,2043,0.4053948334921724
REGION1,PWRHYDB02,2,2043,0.4917450305676871
REGION1,PWRHYDB02,3,2043,0.5351707530052431
REGION1,PWRHYDB02,4,2043,0.4437127009031176
REGION1,PWRHYDB02,5,2043,0.6480165310318824
REGION1,PWRHYDB02,6,2043,0.667366555
REGION1,PWRHYDB02,7,2043,0.6704279728488056
REGION1,PWRHYDB02,8,2043,0.64096745
REGION1,PWRHYDB02,1,2044,0.4053948334921724
REGION1,PWRHYDB02,2,2044,0.4917450305676871
REGION1,PWRHYDB02,3,2044,0.5351707530052431
REGION1,PWRHYDB02,4,2044,0.4437127009031176
REGION1,PWRHYDB02,5,2044,0.6480165310318824
REGION1,PWRHYDB02,6,2044,0.667366555
REGION1,PWRHYDB02,7,2044,0.6704279728488056
REGION1,PWRHYDB02,8,2044,0.64096745
