REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,TIMESLICE,VALUE
REGION1,BATTERY_STORAGE,ELCB02,1,2046,5,111.59480922389892
REGION1,BATTERY_STORAGE,ELCB02,1,2046,7,24.72064139838473
REGION1,BATTERY_STORAGE,ELCB02,1,2046,10,123.91708256997693
REGION1,BATTERY_STORAGE,ELCB02,1,2046,13,109.18591118512128
REGION1,BATTERY_STORAGE,ELCB02,1,2046,15,18.777102132565343
REGION1,BATTERY_STORAGE,ELCB02,1,2046,19,292.9309335369669
REGION1,BATTERY_STORAGE,ELCB02,1,2046,20,194.1761611639708
REGION1,BATTERY_STORAGE,ELCB02,1,2046,21,159.68587970015807
REGION1,BATTERY_STORAGE,ELCB02,1,2046,22,164.7766699414068
REGION1,BATTERY_STORAGE,ELCB02,1,2046,23,163.9942279938412
REGION1,BATTERY_STORAGE,ELCB02,1,2046,24,204.98391376372388
REGION1,BATTERY_STORAGE,ELCB02,1,2047,1,188.29787388759195
REGION1,BATTERY_STORAGE,ELCB02,1,2047,15,18.98322793780405
REGION1,BATTERY_STORAGE,ELCB02,1,2047,17,9.214253643459685
REGION1,BATTERY_STORAGE,ELCB02,1,2047,19,296.14658545856435
REGION1,BATTERY_STORAGE,ELCB02,1,2047,20,273.41935283732965
REGION1,BATTERY_STORAGE,ELCB02,1,2047,21,255.98490342005093
REGION1,BATTERY_STORAGE,ELCB02,1,2047,22,161.6944379548537
REGION1,BATTERY_STORAGE,ELCB02,1,2047,23,258.16272503269994
REGION1,BATTERY_STORAGE,ELCB02,1,2047,24,278.8825502372278
REGION1,BATTERY_STORAGE,ELCB02,1,2048,1,16.469206992059366
REGION1,BATTERY_STORAGE,ELCB02,1,2048,2,161.69150362025528
REGION1,BATTERY_STORAGE,ELCB02,1,2048,8,197.0886228366746
REGION1,BATTERY_STORAGE,ELCB02,1,2048,10,24.32944254056552
REGION1,BATTERY_STORAGE,ELCB02,1,2048,11,195.3681886470324
REGION1,BATTERY_STORAGE,ELCB02,1,2048,12,23.474072522048427
REGION1,BATTERY_STORAGE,ELCB02,1,2048,15,19.193668004082607
REGION1,BATTERY_STORAGE,ELCB02,1,2048,19,299.42954172270686
REGION1,BATTERY_STORAGE,ELCB02,1,2048,20,188.59940659042795
REGION1,BATTERY_STORAGE,ELCB02,1,2048,21,153.34396583550563
REGION1,BATTERY_STORAGE,ELCB02,1,2048,22,158.5476941360238
REGION1,BATTERY_STORAGE,ELCB02,1,2048,23,157.74789388633602
REGION1,BATTERY_STORAGE,ELCB02,1,2048,24,199.6469267991056
REGION1,BATTERY_STORAGE,ELCB02,1,2049,1,11.636112788920254
REGION1,BATTERY_STORAGE,ELCB02,1,2049,9,27.944994932317673
REGION1,BATTERY_STORAGE,ELCB02,1,2049,10,19.875341313428187
REGION1,BATTERY_STORAGE,ELCB02,1,2049,11,72.84749853794456
REGION1,BATTERY_STORAGE,ELCB02,1,2049,13,112.86530162101415
REGION1,BATTERY_STORAGE,ELCB02,1,2049,15,19.40986041841421
REGION1,BATTERY_STORAGE,ELCB02,1,2049,17,9.421336437901408
REGION1,BATTERY_STORAGE,ELCB02,1,2049,19,232.18115863221925
REGION1,BATTERY_STORAGE,ELCB02,1,2049,20,185.7051415585892
REGION1,BATTERY_STORAGE,ELCB02,1,2049,21,150.0525928171417
REGION1,BATTERY_STORAGE,ELCB02,1,2049,22,155.3149345408251
REGION1,BATTERY_STORAGE,ELCB02,1,2049,23,154.50612555206106
REGION1,BATTERY_STORAGE,ELCB02,1,2049,24,196.87709812126576
REGION1,BATTERY_STORAGE,ELCB02,1,2050,1,6.695854634492233
REGION1,BATTERY_STORAGE,ELCB02,1,2050,5,116.66872500924424
REGION1,BATTERY_STORAGE,ELCB02,1,2050,7,105.3400784627984
REGION1,BATTERY_STORAGE,ELCB02,1,2050,8,42.05603546818002
REGION1,BATTERY_STORAGE,ELCB02,1,2050,9,23.498332858905997
REGION1,BATTERY_STORAGE,ELCB02,1,2050,10,199.0350248131964
REGION1,BATTERY_STORAGE,ELCB02,1,2050,11,15.331076383562204
REGION1,BATTERY_STORAGE,ELCB02,1,2050,12,54.539140902336754
REGION1,BATTERY_STORAGE,ELCB02,1,2050,13,114.15030085657963
REGION1,BATTERY_STORAGE,ELCB02,1,2050,14,79.72313327190305
REGION1,BATTERY_STORAGE,ELCB02,1,2050,15,19.6308464561234
REGION1,BATTERY_STORAGE,ELCB02,1,2050,17,9.528600671875878
REGION1,BATTERY_STORAGE,ELCB02,1,2050,19,208.896098964256
REGION1,BATTERY_STORAGE,ELCB02,1,2050,20,161.89094099830567
REGION1,BATTERY_STORAGE,ELCB02,1,2050,22,59.432740691831135
REGION1,BATTERY_STORAGE,ELCB02,1,2050,24,138.93192350151935
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,1,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,2,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,3,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,4,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,5,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,6,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,7,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,8,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,9,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,10,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,11,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,12,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,13,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,14,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,15,0.11737785774393449
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,16,0.10277782946579328
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,17,0.10692948953614458
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,18,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,19,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,20,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,21,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,22,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,23,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2024,24,0.4673401553585044
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2038,1,0.5391651598230188
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2038,2,0.5391651598230188
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2038,3,0.5391651598230188
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2038,4,0.5391651598230188
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2038,5,0.5391651598230188
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2038,6,0.5391651598230188
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2038,7,0.5391651598230188
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2038,8,0.5391651598230188
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2038,9,0.5391651598230188
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2038,10,0.5391651598230188
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2038,11,0.5391651598230188
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2038,12,0.5391651598230188
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2038,13,0.5391651598230188
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2038,14,0.5391651598230188
REGION1,DEMAGRSURBC1,WTRSURBC1,1,2038,15,0.5391651598230188
