,scenario,variable,year,value,unit
945,Current Measures,Transportation,2030,165.86282,Megatonnes
946,Current Measures,Transportation,2031,164.31526,Megatonnes
947,Current Measures,Transportation,2032,163.02207,Megatonnes
948,Current Measures,Transportation,2033,161.73077,Megatonnes
949,Current Measures,Transportation,2034,160.48240,Megatonnes
950,Current Measures,Transportation,2035,159.30188,Megatonnes
951,Current Measures,Transportation,2036,158.11231,Megatonnes
952,Current Measures,Transportation,2037,157.07612,Megatonnes
953,Current Measures,Transportation,2038,156.05795,Megatonnes
954,Current Measures,Transportation,2039,155.10117,Megatonnes
955,Current Measures,Transportation,2040,154.25044,Megatonnes
956,Current Measures,Transportation,2041,153.48626,Megatonnes
957,Current Measures,Transportation,2042,152.84174,Megatonnes
958,Current Measures,Transportation,2043,152.32238,Megatonnes
959,Current Measures,Transportation,2044,151.98755,Megatonnes
960,Current Measures,Transportation,2045,151.82322,Megatonnes
961,Current Measures,Transportation,2046,151.84361,Megatonnes
962,Current Measures,Transportation,2047,151.95469,Megatonnes
963,Current Measures,Transportation,2048,152.18729,Megatonnes
964,Current Measures,Transportation,2049,152.61196,Megatonnes
965,Current Measures,Transportation,2050,153.17542,Megatonnes
966,Current Measures,Waste and Others,2005,52.06563,Megatonnes
967,Current Measures,Waste and Others,2006,50.67911,Megatonnes
968,Current Measures,Waste and Others,2007,50.56911,Megatonnes
969,Current Measures,Waste and Others,2008,48.93659,Megatonnes
970,Current Measures,Waste and Others,2009,44.40289,Megatonnes
971,Current Measures,Waste and Others,2010,45.88144,Megatonnes
972,Current Measures,Waste and Others,2011,47.21734,Megatonnes
973,Current Measures,Waste and Others,2012,47.45911,Megatonnes
974,Current Measures,Waste and Others,2013,48.90671,Megatonnes
975,Current Measures,Waste and Others,2014,46.33105,Megatonnes
976,Current Measures,Waste and Others,2015,47.45318,Megatonnes
977,Current Measures,Waste and Others,2016,47.98844,Megatonnes
978,Current Measures,Waste and Others,2017,48.70280,Megatonnes
979,Current Measures,Waste and Others,2018,49.59370,Megatonnes
980,Current Measures,Waste and Others,2019,49.56743,Megatonnes
981,Current Measures,Waste and Others,2020,46.05725,Megatonnes
982,Current Measures,Waste and Others,2021,46.98380,Megatonnes
983,Current Measures,Waste and Others,2022,45.93380,Megatonnes
984,Current Measures,Waste and Others,2023,46.02680,Megatonnes
985,Current Measures,Waste and Others,2024,46.41907,Megatonnes
986,Current Measures,Waste and Others,2025,46.63003,Megatonnes
987,Current Measures,Waste and Others,2026,46.90992,Megatonnes
988,Current Measures,Waste and Others,2027,47.15609,Megatonnes
989,Current Measures,Waste and Others,2028,47.07537,Megatonnes
990,Current Measures,Waste and Others,2029,47.08036,Megatonnes
991,Current Measures,Waste and Others,2030,46.97609,Megatonnes
992,Current Measures,Waste and Others,2031,47.01558,Megatonnes
993,Current Measures,Waste and Others,2032,47.04529,Megatonnes
994,Current Measures,Waste and Others,2033,47.07089,Megatonnes
995,Current Measures,Waste and Others,2034,47.06811,Megatonnes
996,Current Measures,Waste and Others,2035,47.19426,Megatonnes
997,Current Measures,Waste and Others,2036,47.33442,Megatonnes
998,Current Measures,Waste and Others,2037,47.51508,Megatonnes
999,Current Measures,Waste and Others,2038,47.66705,Megatonnes
1000,Current Measures,Waste and Others,2039,47.86068,Megatonnes
1001,Current Measures,Waste and Others,2040,48.09355,Megatonnes
1002,Current Measures,Waste and Others,2041,48.31715,Megatonnes
1003,Current Measures,Waste and Others,2042,48.55296,Megatonnes
1004,Current Measures,Waste and Others,2043,48.81732,Megatonnes
1005,Current Measures,Waste and Others,2044,49.10864,Megatonnes
1006,Current Measures,Waste and Others,2045,49.43852,Megatonnes
1007,Current Measures,Waste and Others,2046,49.79005,Megatonnes
1008,Current Measures,Waste and Others,2047,50.15603,Megatonnes
1009,Current Measures,Waste and Others,2048,50.54937,Megatonnes
1010,Current Measures,Waste and Others,2049,50.99763,Megatonnes
1011,Current Measures,Waste and Others,2050,51.48112,Megatonnes
